ticket,fill_ts,side,raw_tf,tf_used,sid,fill_price,eq,swing_h,swing_l,pd_result,actual_pl,sim_pl,diff,close_ts
532317367,2026-05-27 09:08:49,SELL,M1,M1,3,4504.57,4508.01,4513.81,4502.2,FAIL,-0.32,-0.2,0.12,2026-05-27 09:08:49
532319864,2026-05-27 09:13:14,BUY,M1,M1,1,4503.07,4506.49,4510.77,4502.2,PASS,3.75,3.75,0.0,2026-05-27 09:37:09
532262369,2026-05-27 09:16:04,BUY,M5,M5,3,4501.41,4512.53,4525.89,4499.17,PASS,0.32,0.32,0.0,2026-05-27 09:37:39
532262371,2026-05-27 09:16:44,BUY,M5,M5,11,4501.19,4512.53,4525.89,4499.17,PASS,0.32,0.32,0.0,2026-05-27 09:37:44
532261947,2026-05-27 09:17:14,BUY,M1,M1,2,4500.6,4504.82,4510.47,4499.17,PASS,0.64,0.64,0.0,2026-05-27 09:19:29
532261229,2026-05-27 09:17:29,BUY,M1,M1,3,4499.54,4504.82,4510.47,4499.17,PASS,0.48,0.48,0.0,2026-05-27 09:19:34
532322411,2026-05-27 09:18:09,SELL,M1,M1,4,4502.27,4504.82,4510.47,4499.17,FAIL,0.12,-0.2,-0.32,2026-05-27 09:18:09
532323412,2026-05-27 09:20:19,SELL,M1,M1,1,4500.35,4504.62,4510.07,4499.17,FAIL,-0.64,-0.2,0.44,2026-05-27 09:20:19
532323257,2026-05-27 09:24:19,SELL,M5,M5,3,4503.65,4512.53,4525.89,4499.17,FAIL,-0.44,-0.2,0.24,2026-05-27 09:24:19
532318742,2026-05-27 09:29:49,SELL,M5,M5,2,4505.78,4512.53,4525.89,4499.17,FAIL,-0.36,-0.2,0.15999999999999998,2026-05-27 09:29:49
532327398,2026-05-27 09:35:29,SELL,M15,M15,2,4505.8,4507.11,4527.67,4486.55,FAIL,4.14,-0.2,-4.34,2026-05-27 09:48:09
532329085,2026-05-27 09:36:09,BUY,M1,M1,3,4505.24,4502.63,4506.09,4499.17,FAIL,-0.16,-0.2,-0.04000000000000001,2026-05-27 09:36:09
532324081,2026-05-27 09:40:19,BUY,M1,M1,1,4499.77,4502.63,4506.09,4499.17,PASS,6.08,6.08,0.0,2026-05-27 10:09:09
532333765,2026-05-27 09:50:09,SELL,M5,M5,2,4502.35,4510.09,4522.15,4498.04,FAIL,-1.4,-0.2,1.2,2026-05-27 09:50:09
532330535,2026-05-27 09:53:14,SELL,M1,M1,2,4504.64,4502.07,4506.09,4498.04,PASS,-16.56,-16.56,0.0,2026-05-27 10:03:34
532340378,2026-05-27 10:09:39,SELL,M1,M1,1,4507.67,4503.91,4509.79,4498.04,PASS,-12.88,-12.88,0.0,2026-05-27 10:18:29
532343641,2026-05-27 10:21:09,BUY,M1,M1,2,4509.81,4507.51,4511.95,4503.08,FAIL,-0.2,-0.2,0.0,2026-05-27 10:21:09
532346684,2026-05-27 10:31:04,BUY,M1,M1,1,4506.73,4508.74,4511.95,4505.53,PASS,-14.92,-14.92,0.0,2026-05-27 10:36:49
536189638,2026-06-02 14:43:46,BUY,[M5_M30],M5,2,4531.56,4528.85,4541.48,4516.22,FAIL,2.0,-0.2,-2.2,2026-06-02 14:49:46
536611496,2026-06-03 08:00:55,BUY,[M15_M30],M15,2,4481.05,4479.44,4496.69,4462.2,FAIL,-34.68,-0.2,34.48,2026-06-03 08:05:15
536611498,2026-06-03 08:01:15,BUY,[H12_M15],M15,10,4479.65,4479.44,4496.69,4462.2,FAIL,-29.16,-0.2,28.96,2026-06-03 08:05:15
536611497,2026-06-03 08:02:05,BUY,[H12_M15],M15,10,4474.31,4479.44,4496.69,4462.2,PASS,-7.8,-7.8,0.0,2026-06-03 08:05:15
