entry_time,exit_time,direction,entry,sl,tp1,tp2,tp3,exit_price,outcome,profit,tp1_hit,tp2_hit,pattern,reason
2026-07-24 11:31:00,2026-07-24 11:34:00,BUY,4030.2,4028.74,4031.49,4032.77,4034.06,4028.74,SL,-1.66,False,False,S431 Breakout Channel,touches=3H/2L conv=0.795 width=3.93
2026-07-24 12:02:00,2026-07-24 12:04:00,SELL,4025.76,4028.56,4023.21,4020.67,4018.12,4028.56,SL,-3.0,False,False,S431 Breakout Channel,touches=4H/2L conv=0.706 width=7.82
2026-07-24 12:09:00,2026-07-24 12:14:00,BUY,4028.69,4025.2,4030.68,4032.66,4034.65,4028.69,BE,-0.2,True,False,S431 Breakout Channel,touches=5H/2L conv=0.618 width=6.40
2026-07-24 13:08:00,2026-07-24 13:26:00,BUY,4027.07,4018.85,4030.87,4034.68,4038.48,4038.48,TP3,11.21,True,True,S431 Breakout Channel,touches=2H/3L conv=0.453 width=11.75
2026-07-24 15:11:00,2026-07-24 15:12:00,BUY,4047.21,4046.21,4051.89,4056.56,4061.24,4046.21,SL,-1.2,False,False,S431 Breakout Channel,touches=2H/2L conv=0.966 width=14.03
2026-07-24 16:37:00,2026-07-24 18:48:00,BUY,4054.72,4043.58,4061.36,4068.0,4074.65,4054.72,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.648 width=20.77
2026-07-25 00:12:00,2026-07-27 05:05:00,SELL,4063.34,4075.56,4057.16,4050.97,4044.79,4063.34,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.418 width=19.88
2026-07-27 06:53:00,2026-07-27 07:00:00,SELL,4093.28,4096.73,4081.11,4068.94,4056.77,4096.73,SL,-3.65,False,False,S431 Breakout Channel,touches=3H/2L conv=0.951 width=38.69
2026-07-27 09:30:00,2026-07-27 10:03:00,SELL,4101.49,4104.68,4098.2,4094.9,4091.61,4091.61,TP3,9.68,True,True,S431 Breakout Channel,touches=2H/3L conv=0.883 width=10.96
2026-07-27 10:40:00,2026-07-27 11:09:00,BUY,4089.88,4083.42,4092.76,4095.64,4098.52,4089.88,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.402 width=8.97
2026-07-27 11:29:00,2026-07-27 12:00:00,BUY,4089.03,4087.49,4091.04,4093.06,4095.07,4089.03,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.877 width=6.42
2026-07-27 12:07:00,2026-07-27 12:15:00,BUY,4092.28,4088.86,4094.35,4096.43,4098.5,4092.28,BE,-0.2,True,False,S431 Breakout Channel,touches=4H/3L conv=0.567 width=6.45
2026-07-27 12:22:00,2026-07-27 12:30:00,SELL,4089.49,4094.97,4087.44,4085.4,4083.35,4089.49,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/4L conv=0.154 width=6.22
2026-07-27 16:43:00,2026-07-27 17:01:00,BUY,4094.42,4091.18,4097.23,4100.03,4102.84,4094.42,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.752 width=9.24
2026-07-27 22:44:00,2026-07-27 23:25:00,BUY,4076.16,4073.43,4079.1,4082.03,4084.97,4084.97,TP3,8.61,True,True,S431 Breakout Channel,touches=2H/2L conv=0.850 width=8.92
2026-07-27 23:49:00,2026-07-28 00:06:00,SELL,4083.95,4096.16,4080.57,4077.19,4073.81,4073.81,TP3,9.94,True,True,S431 Breakout Channel,touches=2H/2L conv=0.034 width=11.32
2026-07-28 01:20:00,2026-07-28 01:24:00,SELL,4074.56,4076.58,4068.92,4063.27,4057.63,4076.58,SL,-2.22,False,False,S431 Breakout Channel,touches=2H/2L conv=0.857 width=17.39
2026-07-28 01:55:00,2026-07-28 03:22:00,BUY,4079.09,4073.29,4082.66,4086.22,4089.79,4079.09,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.538 width=11.37
2026-07-28 03:48:00,2026-07-28 03:53:00,BUY,4076.49,4075.94,4081.05,4085.6,4090.16,4075.94,SL,-0.75,False,False,S431 Breakout Channel,touches=2H/2L conv=0.945 width=13.86
2026-07-28 05:22:00,2026-07-28 07:05:00,SELL,4074.22,4078.92,4070.44,4066.67,4062.89,4062.89,TP3,11.13,True,True,S431 Breakout Channel,touches=2H/3L conv=0.598 width=11.34
2026-07-28 11:04:00,2026-07-28 11:23:00,SELL,4047.83,4050.56,4046.0,4044.16,4042.33,4047.83,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.845 width=6.62
2026-07-28 11:56:00,2026-07-28 12:45:00,SELL,4042.65,4047.28,4039.64,4036.62,4033.61,4042.65,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.659 width=9.31
2026-07-28 23:37:00,2026-07-29 00:43:00,SELL,4041.96,4045.0,4037.61,4033.26,4028.91,4028.91,TP3,12.85,True,True,S431 Breakout Channel,touches=2H/2L conv=0.894 width=13.45
2026-07-29 01:43:00,2026-07-29 05:14:00,BUY,4024.89,4016.84,4028.65,4032.41,4036.17,4024.89,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.299 width=11.31
2026-07-29 06:52:00,2026-07-29 07:22:00,BUY,4024.31,4015.59,4028.52,4032.73,4036.94,4024.31,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.562 width=13.99
2026-07-29 10:53:00,2026-07-29 11:42:00,SELL,4024.84,4026.99,4020.02,4015.2,4010.37,4026.99,SL,-2.35,False,False,S431 Breakout Channel,touches=2H/2L conv=0.829 width=14.77
2026-07-29 12:43:00,2026-07-29 12:46:00,BUY,4036.09,4029.72,4038.79,4041.5,4044.2,4036.09,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.592 width=9.17
2026-07-29 14:22:00,2026-07-29 14:27:00,BUY,4047.2,4044.99,4049.45,4051.7,4053.95,4044.99,SL,-2.41,False,False,S431 Breakout Channel,touches=2H/4L conv=0.771 width=7.04
2026-07-29 15:03:00,2026-07-29 16:23:00,SELL,4042.74,4050.41,4039.99,4037.23,4034.48,4034.48,TP3,8.06,True,True,S431 Breakout Channel,touches=2H/2L conv=0.151 width=8.48
2026-07-29 16:49:00,2026-07-29 16:57:00,BUY,4035.72,4033.3,4037.79,4039.85,4041.92,4033.3,SL,-2.62,False,False,S431 Breakout Channel,touches=2H/2L conv=0.881 width=7.13
2026-07-29 23:52:00,2026-07-29 23:55:00,BUY,4022.93,4017.15,4025.39,4027.85,4030.31,4030.31,TP3,7.18,True,True,S431 Breakout Channel,touches=2H/2L conv=0.778 width=9.66
2026-07-30 05:12:00,2026-07-30 07:26:00,BUY,4075.41,4066.88,4088.98,4102.55,4116.12,4075.41,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.930 width=42.82
2026-07-30 11:19:00,2026-07-30 12:18:00,SELL,4052.22,4055.8,4047.39,4042.56,4037.72,4037.72,TP3,14.3,True,True,S431 Breakout Channel,touches=2H/2L conv=0.912 width=15.72
2026-07-30 12:27:00,2026-07-30 12:35:00,BUY,4045.37,4039.06,4048.22,4051.08,4053.93,4045.37,BE,-0.2,True,True,S431 Breakout Channel,touches=3H/3L conv=0.602 width=9.89
2026-07-30 17:15:00,2026-07-30 19:18:00,BUY,4073.21,4063.3,4077.3,4081.38,4085.47,4073.21,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.357 width=12.44
2026-07-30 23:24:00,2026-07-30 23:30:00,BUY,4118.88,4115.54,4128.37,4137.86,4147.35,4115.54,SL,-3.54,False,False,S431 Breakout Channel,touches=2H/2L conv=0.886 width=30.76
2026-07-31 00:29:00,2026-07-31 00:37:00,SELL,4101.71,4107.21,4098.36,4095.02,4091.67,4107.21,SL,-5.7,False,False,S431 Breakout Channel,touches=2H/2L conv=0.658 width=11.20
2026-07-31 00:41:00,2026-07-31 00:55:00,BUY,4106.09,4101.45,4110.92,4115.75,4120.58,4101.45,SL,-4.84,False,False,S431 Breakout Channel,touches=2H/2L conv=0.892 width=15.59
2026-07-31 01:05:00,2026-07-31 01:22:00,BUY,4106.11,4102.21,4110.04,4113.97,4117.9,4102.21,SL,-4.1,False,False,S431 Breakout Channel,touches=2H/2L conv=0.826 width=12.09
2026-07-31 02:16:00,2026-07-31 03:31:00,BUY,4108.49,4098.88,4111.65,4114.81,4117.97,4108.49,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.371 width=11.69
2026-07-31 06:28:00,2026-07-31 07:41:00,SELL,4104.87,4111.32,4100.11,4095.34,4090.58,4090.58,TP3,14.09,True,True,S431 Breakout Channel,touches=2H/2L conv=0.611 width=14.47
2026-07-31 09:39:00,2026-07-31 09:41:00,BUY,4082.2,4080.92,4085.15,4088.1,4091.05,4080.92,SL,-1.48,False,False,S431 Breakout Channel,touches=2H/4L conv=0.879 width=8.89
2026-07-31 10:08:00,2026-07-31 10:42:00,BUY,4075.41,4071.71,4079.1,4082.79,4086.48,4075.41,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.573 width=11.19
2026-07-31 11:13:00,2026-07-31 11:49:00,BUY,4075.53,4065.84,4079.24,4082.96,4086.67,4075.53,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.167 width=11.31
2026-07-31 12:04:00,2026-07-31 12:45:00,BUY,4082.61,4075.27,4084.81,4087.01,4089.21,4075.27,SL,-7.54,False,False,S431 Breakout Channel,touches=3H/2L conv=0.076 width=7.16
2026-07-31 13:01:00,2026-07-31 13:07:00,SELL,4072.78,4081.67,4069.69,4066.6,4063.51,4081.67,SL,-9.09,False,False,S431 Breakout Channel,touches=2H/2L conv=0.261 width=9.86
2026-07-31 17:45:00,2026-07-31 18:00:00,BUY,4056.62,4053.44,4057.9,4059.19,4060.47,4053.44,SL,-3.38,False,False,S431 Breakout Channel,touches=3H/2L conv=0.695 width=5.09
2026-07-31 18:07:00,2026-07-31 18:15:00,BUY,4056.5,4052.25,4058.93,4061.36,4063.8,4056.5,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.547 width=7.40
2026-07-31 18:23:00,2026-07-31 18:40:00,BUY,4059.62,4052.6,4062.05,4064.48,4066.9,4052.6,SL,-7.22,False,False,S431 Breakout Channel,touches=3H/2L conv=0.087 width=7.40
2026-07-31 19:21:00,2026-07-31 19:49:00,SELL,4053.06,4063.02,4049.37,4045.68,4041.99,4041.99,TP3,10.87,True,True,S431 Breakout Channel,touches=2H/2L conv=0.433 width=12.43
2026-07-31 23:21:00,2026-07-31 23:41:00,BUY,4046.38,4043.52,4050.97,4055.56,4060.16,4043.52,SL,-3.06,False,False,S431 Breakout Channel,touches=2H/2L conv=0.824 width=13.88
2026-08-01 00:07:00,2026-08-01 00:28:00,SELL,4042.7,4048.98,4037.69,4032.69,4027.68,4048.98,SL,-6.48,False,False,S431 Breakout Channel,touches=2H/2L conv=0.529 width=15.06
2026-08-01 00:34:00,2026-08-01 00:46:00,SELL,4048.02,4053.76,4044.57,4041.12,4037.67,4053.76,SL,-5.94,False,False,S431 Breakout Channel,touches=3H/2L conv=0.794 width=10.53
2026-08-01 01:35:00,2026-08-03 05:05:00,SELL,4048.23,4057.42,4044.96,4041.69,4038.42,4048.23,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.218 width=10.51
2026-08-03 06:25:00,2026-08-03 06:43:00,BUY,4071.91,4067.99,4082.98,4094.05,4105.12,4067.99,SL,-4.12,False,False,S431 Breakout Channel,touches=2H/2L conv=0.897 width=33.33
2026-08-03 06:48:00,2026-08-03 06:50:00,SELL,4068.64,4071.12,4057.56,4046.48,4035.39,4071.12,SL,-2.68,False,False,S431 Breakout Channel,touches=2H/2L conv=0.949 width=33.85
2026-08-03 06:56:00,2026-08-03 07:12:00,BUY,4073.85,4071.31,4085.03,4096.21,4107.38,4071.31,SL,-2.74,False,False,S431 Breakout Channel,touches=2H/2L conv=0.931 width=33.85
2026-08-03 10:15:00,2026-08-03 12:42:00,SELL,4063.5,4073.63,4058.23,4052.96,4047.69,4063.5,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.564 width=16.44
2026-08-03 16:21:00,2026-08-03 16:24:00,SELL,4055.13,4062.07,4053.45,4051.77,4050.09,4055.13,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.691 width=8.56
2026-08-03 23:22:00,2026-08-03 23:24:00,SELL,4035.65,4037.15,4032.87,4030.09,4027.31,4037.15,SL,-1.7,False,False,S431 Breakout Channel,touches=2H/2L conv=0.893 width=8.56
2026-08-03 23:40:00,2026-08-03 23:52:00,BUY,4038.37,4036.38,4041.09,4043.82,4046.54,4036.38,SL,-2.19,False,False,S431 Breakout Channel,touches=2H/2L conv=0.771 width=8.85
2026-08-04 00:18:00,2026-08-04 00:50:00,BUY,4037.14,4033.66,4038.88,4040.62,4042.36,4033.66,SL,-3.68,False,False,S431 Breakout Channel,touches=2H/2L conv=0.789 width=6.48
2026-08-04 05:58:00,2026-08-04 06:10:00,BUY,4053.37,4050.57,4056.7,4060.04,4063.37,4050.57,SL,-3.0,False,False,S431 Breakout Channel,touches=2H/2L conv=0.613 width=10.25
2026-08-04 06:31:00,2026-08-04 07:00:00,SELL,4051.37,4054.17,4049.11,4046.84,4044.58,4054.17,SL,-3.0,False,False,S431 Breakout Channel,touches=2H/2L conv=0.747 width=6.89
2026-08-04 10:26:00,2026-08-04 10:33:00,SELL,4058.63,4061.32,4056.57,4054.51,4052.45,4058.63,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.788 width=6.39
2026-08-04 10:40:00,2026-08-04 11:14:00,SELL,4055.76,4060.19,4052.7,4049.64,4046.57,4055.76,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/3L conv=0.545 width=9.35
2026-08-04 11:26:00,2026-08-04 12:11:00,BUY,4060.15,4050.05,4063.1,4066.05,4069.0,4060.15,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.074 width=9.82
2026-08-04 12:30:00,2026-08-04 13:31:00,BUY,4067.07,4058.63,4069.61,4072.15,4074.69,4058.63,SL,-8.64,False,False,S431 Breakout Channel,touches=2H/2L conv=0.626 width=11.13
2026-08-04 22:38:00,2026-08-04 23:19:00,BUY,4084.0,4074.93,4088.68,4093.37,4098.05,4084.0,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.479 width=15.05
2026-08-04 23:38:00,2026-08-04 23:49:00,SELL,4085.08,4091.88,4081.82,4078.57,4075.31,4091.88,SL,-7.0,False,False,S431 Breakout Channel,touches=3H/3L conv=0.491 width=10.67
2026-08-05 00:00:00,2026-08-05 00:06:00,BUY,4095.97,4088.05,4099.34,4102.72,4106.09,4106.09,TP3,9.92,True,True,S431 Breakout Channel,touches=2H/3L conv=0.459 width=11.70
2026-08-05 00:25:00,2026-08-05 01:00:00,SELL,4098.65,4110.41,4094.21,4089.76,4085.32,4085.32,TP3,13.13,True,True,S431 Breakout Channel,touches=2H/3L conv=0.376 width=13.55
2026-08-05 01:22:00,2026-08-05 01:27:00,BUY,4088.17,4085.33,4095.4,4102.64,4109.87,4085.33,SL,-3.04,False,False,S431 Breakout Channel,touches=2H/2L conv=0.804 width=22.23
2026-08-05 02:42:00,2026-08-05 02:49:00,BUY,4081.92,4079.63,4086.48,4091.04,4095.6,4079.63,SL,-2.49,False,False,S431 Breakout Channel,touches=2H/2L conv=0.875 width=13.76
2026-08-05 03:18:00,2026-08-05 05:28:00,SELL,4075.64,4079.61,4073.04,4070.43,4067.83,4079.61,SL,-4.17,False,False,S431 Breakout Channel,touches=2H/2L conv=0.746 width=8.93
2026-08-05 05:52:00,2026-08-05 06:00:00,SELL,4081.95,4086.55,4079.18,4076.42,4073.65,4073.65,TP3,8.1,True,True,S431 Breakout Channel,touches=2H/2L conv=0.748 width=8.64
2026-08-05 06:24:00,2026-08-05 07:26:00,SELL,4068.52,4078.07,4063.71,4058.9,4054.09,4078.07,SL,-9.75,False,False,S431 Breakout Channel,touches=2H/2L conv=0.585 width=14.79
2026-08-05 11:22:00,2026-08-05 12:21:00,SELL,4139.71,4142.23,4135.72,4131.74,4127.75,4139.71,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.902 width=12.12
2026-08-05 12:31:00,2026-08-05 12:37:00,BUY,4142.29,4137.06,4145.33,4148.38,4151.42,4151.42,TP3,8.93,True,True,S431 Breakout Channel,touches=2H/2L conv=0.582 width=9.21
2026-08-05 13:19:00,2026-08-05 18:09:00,SELL,4166.22,4181.46,4158.32,4150.42,4142.52,4166.22,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.631 width=26.33
2026-08-05 23:52:00,2026-08-05 23:55:00,BUY,4244.65,4243.38,4254.9,4265.14,4275.39,4243.38,SL,-1.47,False,False,S431 Breakout Channel,touches=2H/2L conv=0.972 width=31.08
2026-08-06 00:09:00,2026-08-06 00:11:00,SELL,4241.69,4244.08,4230.87,4220.05,4209.23,4244.08,SL,-2.59,False,False,S431 Breakout Channel,touches=2H/2L conv=0.879 width=32.55
2026-08-06 00:34:00,2026-08-06 02:49:00,BUY,4248.21,4238.68,4257.99,4267.77,4277.56,4248.21,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.812 width=31.76
2026-08-06 03:32:00,2026-08-06 03:55:00,BUY,4247.42,4242.91,4250.83,4254.24,4257.65,4242.91,SL,-4.71,False,False,S431 Breakout Channel,touches=2H/3L conv=0.630 width=10.99
2026-08-06 06:12:00,2026-08-06 06:34:00,BUY,4257.37,4249.51,4259.99,4262.61,4265.23,4265.23,TP3,7.66,True,True,S431 Breakout Channel,touches=2H/2L conv=0.531 width=10.73
2026-08-06 07:01:00,2026-08-06 07:34:00,SELL,4265.07,4286.87,4260.36,4255.65,4250.93,4286.87,SL,-22.0,False,False,S431 Breakout Channel,touches=2H/2L conv=0.423 width=20.89
2026-08-06 10:56:00,2026-08-06 11:29:00,BUY,4263.9,4254.38,4271.59,4279.28,4286.98,4254.38,SL,-9.72,False,False,S431 Breakout Channel,touches=2H/2L conv=0.548 width=23.44
2026-08-06 12:19:00,2026-08-06 12:34:00,SELL,4256.8,4268.01,4251.91,4247.03,4242.14,4256.8,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.403 width=15.12
2026-08-06 12:36:00,2026-08-06 12:42:00,SELL,4258.51,4264.03,4254.07,4249.63,4245.19,4264.03,SL,-5.72,False,False,S431 Breakout Channel,touches=2H/2L conv=0.672 width=13.55
2026-08-06 15:10:00,2026-08-06 16:00:00,BUY,4265.97,4253.48,4270.73,4275.48,4280.24,4280.24,TP3,14.07,True,True,S431 Breakout Channel,touches=2H/2L conv=0.212 width=14.41
2026-08-06 17:59:00,2026-08-06 18:22:00,BUY,4270.86,4263.26,4274.13,4277.4,4280.67,4263.26,SL,-7.8,False,False,S431 Breakout Channel,touches=2H/2L conv=0.422 width=9.98
2026-08-07 00:30:00,2026-08-07 00:38:00,SELL,4240.47,4242.74,4232.04,4223.61,4215.17,4242.74,SL,-2.47,False,False,S431 Breakout Channel,touches=2H/2L conv=0.923 width=25.44
2026-08-07 00:47:00,2026-08-07 00:50:00,SELL,4240.55,4243.2,4236.77,4232.99,4229.21,4243.2,SL,-2.85,False,False,S431 Breakout Channel,touches=2H/2L conv=0.845 width=11.44
2026-08-07 00:51:00,2026-08-07 00:56:00,BUY,4243.92,4241.51,4245.3,4246.68,4248.07,4248.07,TP3,3.95,True,True,S431 Breakout Channel,touches=2H/3L conv=0.865 width=5.02
2026-08-07 01:20:00,2026-08-07 01:22:00,BUY,4249.52,4247.63,4252.34,4255.17,4257.99,4247.63,SL,-2.09,False,False,S431 Breakout Channel,touches=2H/3L conv=0.795 width=8.69
2026-08-07 01:41:00,2026-08-07 02:26:00,SELL,4241.5,4251.61,4238.55,4235.6,4232.64,4241.5,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.199 width=10.33
2026-08-07 03:38:00,2026-08-07 03:54:00,SELL,4240.24,4246.97,4235.38,4230.52,4225.65,4240.24,BE,-0.2,True,False,S431 Breakout Channel,touches=2H/2L conv=0.635 width=15.96
2026-08-07 05:15:00,2026-08-07 07:25:00,BUY,4239.53,4235.44,4245.07,4250.6,4256.14,4239.53,BE,-0.2,True,True,S431 Breakout Channel,touches=2H/2L conv=0.689 width=16.70
2026-08-07 10:57:00,2026-08-07 11:42:00,BUY,4261.56,4256.5,4266.17,4270.78,4275.4,4261.56,BE,-0.2,True,False,S431 Breakout Channel,touches=3H/2L conv=0.617 width=14.24
