bt_close_price,bt_close_ts,bt_entry,bt_fill_ts,bt_last_trail_sl,bt_last_trail_source,bt_last_trail_ts,bt_pnl,bt_reason,bt_s14_family,bt_scale_out_1_pnl,bt_scale_out_2_pnl,bt_scale_out_3_pnl,bt_scale_out_4_pnl,bt_side,bt_sl_guard_group,bt_sl_guard_trigger_tf,bt_trail_count,bt_trail_path,close_price_diff,entry_diff,gap_reason,live_close_price,live_close_ts,live_close_vs_trail_sl_diff,live_entry,live_entry_comment,live_fill_ts,live_last_trail_sl,live_last_trail_source,live_last_trail_ts,live_pnl,live_reason,live_s14_family,live_scale_out_1_pnl,live_scale_out_2_pnl,live_scale_out_3_pnl,live_scale_out_4_pnl,live_side,live_sl_guard_activate_ts,live_sl_guard_close_ts,live_sl_guard_count,live_sl_guard_group,live_sl_guard_request_price,live_sl_guard_spread,live_sl_guard_trigger_candidates,live_sl_guard_trigger_tf,live_ticket,live_trail_count,live_trail_path,match_quality,match_score,nearest_bt_entry,nearest_bt_entry_diff,nearest_bt_fill_ts,nearest_bt_reason,nearest_bt_time_diff_min,nearest_live_entry,nearest_live_entry_diff,nearest_live_fill_ts,nearest_live_reason,nearest_live_time_diff_min,nearest_raw_replay_cancel_reason,nearest_raw_replay_close_type,nearest_raw_replay_detect_time_raw,nearest_raw_replay_entry,nearest_raw_replay_entry_diff,nearest_raw_replay_entry_ts,nearest_raw_replay_final_gap_bot,nearest_raw_replay_final_gap_top,nearest_raw_replay_gap_bot,nearest_raw_replay_gap_top,nearest_raw_replay_parallel_tfs,nearest_raw_replay_pattern,nearest_raw_replay_sl_guard_count,nearest_raw_replay_sl_guard_key,nearest_raw_replay_sl_guard_scope,nearest_raw_replay_sl_guard_since,nearest_raw_replay_sl_guard_swing_ref,nearest_raw_replay_sweep_scan_state,nearest_raw_replay_sweep_scan_tf,nearest_raw_replay_tf,nearest_raw_replay_time_diff_min,pnl_diff,s14_family_mismatch,status,time_diff_min
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4466.74,2026-05-28 22:49:24,,4477.57,[M1_M5_M15]_S2,2026-05-28 22:46:05,,,,43.32,[tp 4466.74],,10.83,10.83,10.83,10.83,SELL,,,,,,,,,532607893,,,,,4389.13,88.44,2026-05-28 18:00:00,SL_GUARD_CLOSE,286.08,,,,,,SL Guard blocked new LIMIT,CANCEL,1779997500,4503.63,26.06,2026-05-29 01:45:00,4503.59,4505.43,4503.59,4505.43,,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2,"M5,M15,M30",group,1779975300,4404.2,,,M15,178.92,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4501.1125,2026-05-29 03:11:50,,4503.68,M15_S2_P2,2026-05-29 03:02:33,,,,10.27,[sl 4501.22],,2.26,3.09,2.46,2.46,SELL,,,,,,,,,534211757,,,,,4389.13,114.55,2026-05-28 18:00:00,SL_GUARD_CLOSE,542.55,,,,,,cancel_bars,CANCEL,1780002000,4498.69,4.99,2026-05-29 03:00:00,4498.68,4498.99,4498.68,4498.99,,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,,,,,,,,M15,2.55,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4498.4,2026-05-29 04:29:05,,4499.02,M15_S2_P2,2026-05-29 04:17:26,,,,2.48,[sl 4498.95],,2.27,0.07,0.07,0.07,SELL,,,,,,,,,534220111,,,,,4389.13,109.89,2026-05-28 18:00:00,SL_GUARD_CLOSE,617.43,,,,,,cancel_bars,CANCEL,1780002000,4498.69,0.33,2026-05-29 03:00:00,4498.68,4498.99,4498.68,4498.99,,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,,,,,,,,M15,77.43,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,ENTRY_TOO_FAR,4505.975,2026-05-29 10:50:48,,4502.76,M15_S2_P2,2026-05-29 09:47:43,,,,12.86,[sl 4502.92],,2.19,3.58,6.93,0.16,BUY,,,,,,,,,534285946,,,,,4508.4,5.64,2026-05-29 11:45:00,TP,117.28,,,,,,SL Guard activated,CANCEL,1780030800,4501.15,1.61,2026-05-29 11:00:00,4500.48,4501.16,4499.14,4501.16,M5|M15,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน [M5+M15],,,,,,,,M15,72.28,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,NEAREST_ALREADY_MATCHED_OR_GREEDY,4530.7775,2026-05-29 20:09:35,,4534.9,[M5_M15]_S2,2026-05-29 19:53:58,,,,16.490000000000002,[sl 4530.65],,2.18,3.94,6.12,4.25,SELL,,,,,,,,,534640327,,,,,4534.52,0.38,2026-05-29 19:00:00,SL,53.97,,,,,,S2 FVG Parallel replaced by intersection,CANCEL,1780061400,4524.7,10.2,2026-05-29 19:30:00,4524.65,4527.03,4523.5,4527.03,M5|M15,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน [M5+M15],,,,,,,,M15,23.97,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:ENTRY_TOO_FAR,4524.01,2026-05-29 20:59:44,,4523.73,[M5_M15_M30]_S2,2026-05-29 20:59:42,,,,-1.12,PD Zone fill che,,-0.28,-0.28,-0.28,-0.28,SELL,,,,,,,,,534700993,,,,,4534.52,10.79,2026-05-29 19:00:00,SL,119.7,,,,,,SL Guard blocked new LIMIT,CANCEL,1780061400,4524.11,0.38,2026-05-29 19:30:00,4524.07,4525.84,4524.07,4525.84,M15|M30,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+M30],2,"M5,M15,M30",group,1780026000,4516.56,,,M15,89.7,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,ENTRY_TOO_FAR,4521.0625,2026-05-29 21:07:44,,4524.14,[M15_M30]_S2,2026-05-29 21:00:07,,,,12.309999999999999,[sl 4524.32],,3.25,3.18,6.06,-0.18,SELL,,,,,,,,,534712433,,,,,4534.52,10.38,2026-05-29 19:00:00,SL,120.12,,,,,,SL Guard blocked new LIMIT,CANCEL,1780061400,4524.11,0.03,2026-05-29 19:30:00,4524.07,4525.84,4524.07,4525.84,M15|M30,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+M30],2,"M5,M15,M30",group,1780026000,4516.56,,,M15,90.12,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:ENTRY_TOO_FAR,4565.07,2026-05-29 23:42:04,,4563.77,[M15_M30_H1]_S2,2026-05-29 23:42:01,,,,5.2,PD Zone fill che,,1.3,1.3,1.3,1.3,BUY,,,,,,,,,534919533,,,,,4529.64,34.13,2026-05-29 21:15:00,TP,147.02,,,,,,Adjacent same-sid order blocked,CANCEL,1780071300,4573.99,10.22,2026-05-29 22:15:00,4570.46,4574.06,4570.46,4578.41,M5|M15,ท่าที่ 2 FVG 🟢 BUY — แดง [M5+M15],,,,,,,,M15,87.02,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4566.9800000000005,2026-05-30 00:15:38,,4571.73,M15_S2_P2,2026-05-30 00:00:13,,,,19.0,[sl 4565.26],,2.64,3.39,6.5,6.47,SELL,,,,,,,,,534962292,,,,,4534.52,37.21,2026-05-29 19:00:00,SL,300.22,,,,,,SL Guard activated,CANCEL,1780079400,4562.21,9.52,2026-05-30 00:30:00,4562.18,4563.44,4562.18,4563.44,,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,,,,,,,,M15,29.78,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,ENTRY_TOO_FAR,4501.66,2026-06-01 14:57:04,,4501.15,[M5_M15]_S2,2026-06-01 14:51:46,,,,2.08,[sl 4501.66],,0.52,0.52,0.52,0.52,BUY,,,,,,,,,534365910,,,,,4517.53,16.38,2026-06-01 13:15:00,SL,96.77,,,,,,SL Guard blocked new LIMIT,CANCEL,1780294500,4517.53,16.38,2026-06-01 12:15:00,4515.08,4517.58,4515.08,4517.58,,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2,"M5,M15,M30",group,1780287300,4519.37,,,M15,156.77,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:TIME_TOO_FAR+ENTRY_TOO_FAR,4496.13,2026-06-01 15:55:07,,4496.76,[M5_M15]_S2,2026-06-01 15:55:05,,,,3.0,PD Zone fill che,,0.75,0.75,0.75,0.75,SELL,,,,,,,,,535430453,,,,,4525.08,28.32,2026-06-01 10:00:00,SL,355.08,,,,,,cancel_bars,CANCEL,1780298100,4515.86,19.1,2026-06-01 13:15:00,4515.84,4517.08,4515.84,4517.08,,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,,,,,,,,M15,160.08,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4505.55,2026-06-01 19:24:55,,4500.6,[M15_M30]_S2,2026-06-01 19:04:58,,,,20.0,[sl 4509.08],,2.25,3.08,6.14,8.53,BUY,,,,,,,,,535530550,,,,,4517.53,16.93,2026-06-01 13:15:00,SL,349.97,,,,,,Adjacent same-sid order blocked,CANCEL,1780331400,4468.1,32.5,2026-06-01 22:30:00,4465.35,4468.16,4465.35,4468.16,,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,,,,,,,,M15,205.03,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:ENTRY_TOO_FAR,4504.18,2026-06-02 12:30:13,,4504.06,[M1_M5_M15]_S2,2026-06-02 12:30:07,,,,1.52,PD Zone fill che,,0.38,0.38,0.38,0.38,BUY,,,,,,,,,536092728,,,,,4519.72,15.66,2026-06-02 12:45:00,TP,14.88,,,,,,S2 FVG Parallel replaced by intersection,CANCEL,1780385400,4526.04,21.98,2026-06-02 13:30:00,4524.83,4526.06,4524.83,4531.79,M5|M15,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา [M5+M15],,,,,,,,M15,59.88,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:ENTRY_TOO_FAR,4504.18,2026-06-02 12:30:13,,4503.99,M15_S2_P2,2026-06-02 12:30:07,,,,1.52,PD Zone fill che,,0.38,0.38,0.38,0.38,BUY,,,,,,,,,536096897,,,,,4519.72,15.73,2026-06-02 12:45:00,TP,14.88,,,,,,S2 FVG Parallel replaced by intersection,CANCEL,1780385400,4526.04,22.05,2026-06-02 13:30:00,4524.83,4526.06,4524.83,4531.79,M5|M15,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา [M5+M15],,,,,,,,M15,59.88,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:ENTRY_TOO_FAR,4519.67,2026-06-02 13:51:37,,4519.72,M15_S2_P1,2026-06-02 13:51:36,,,,0.16,PD Zone fill che,,0.04,0.04,0.04,0.04,BUY,,,,,,,,,536140461,,,,,4531.72,12.0,2026-06-02 14:30:00,SL,38.4,,,,,,S2 FVG Parallel replaced by intersection,CANCEL,1780385400,4526.04,6.32,2026-06-02 13:30:00,4524.83,4526.06,4524.83,4531.79,M5|M15,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา [M5+M15],,,,,,,,M15,21.6,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,4472.38,2026-06-03 09:05:15,,4481.32,[M15_M30]_S2,2026-06-03 09:00:52,,,,-34.68,SL Guard Group a,,-8.67,-8.67,-8.67,-8.67,BUY,,,,,,,,,536611496,,,,,4531.72,50.4,2026-06-02 14:30:00,SL,1110.87,,,,,,SL Guard blocked new LIMIT,CANCEL,1780460100,4483.04,1.72,2026-06-03 10:15:00,4482.04,4483.06,4482.04,4483.06,,ท่าที่ 2 FVG 🟢 BUY — แดง,2,"M5,M15,M30",group,1780452000,4462.2,,,M15,74.13,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_TREND_SKIP_DRIFT:TIME_TOO_FAR+ENTRY_TOO_FAR,4479.58,2026-06-03 10:10:30,,4479.44,M15_S2_P1,2026-06-03 10:10:27,,,,-0.16,Fill Trend Reche,,-0.04,-0.04,-0.04,-0.04,SELL,,,,,,,,,536634210,,,,,4525.08,45.64,2026-06-01 10:00:00,SL,2890.45,,,,,,SL Guard blocked new LIMIT,CANCEL,1780464600,4477.56,1.88,2026-06-03 11:30:00,4477.43,4484.12,4477.43,4484.12,,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2,"M5,M15,M30",group,1780406400,4534.69,,,M15,79.55,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,ENTRY_TOO_FAR,4436.19,2026-06-04 04:32:46,,4441.21,[M5_M15_M30]_S2,2026-06-04 04:05:05,,,,-18.32,SL Guard Group a,,-4.58,-4.58,-4.58,-4.58,BUY,,,,,,,,,537233013,,,,,4453.59,12.38,2026-06-04 07:00:00,TP,174.92,,,,,,cancel_bars,CANCEL,1780517700,4446.5,5.29,2026-06-04 02:15:00,4442.92,4446.57,4442.92,4446.57,,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,,,,,,,,M15,110.08,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:TIME_TOO_FAR+ENTRY_TOO_FAR,4457.81,2026-06-05 08:30:24,,4457.7,M15_S2_P2,2026-06-05 08:30:23,,,,0.72,PD Zone fill che,,0.18,0.18,0.18,0.18,SELL,,,,,,,,,537984794,,,,,4525.08,67.38,2026-06-01 10:00:00,SL,5670.38,,,,,,SL Guard blocked new LIMIT,CANCEL,1780622100,4457.7,0.0,2026-06-05 07:15:00,4457.64,4460.6,4457.64,4460.6,,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2,"M5,M15,M30",group,1780406400,4534.69,,,M15,75.38,,,LIVE_ONLY,
,,,,,,,,,,,,,,,,,,,,,LIVE_HISTORICAL_PD_SKIP_DRIFT:TIME_TOO_FAR+ENTRY_TOO_FAR,4466.56,2026-06-05 08:36:34,,4466.12,M15_S2_P1,2026-06-05 08:36:34,,,,-0.64,PD Zone fill che,,-0.16,-0.16,-0.16,-0.16,SELL,,,,,,,,,537975016,,,,,4525.08,58.96,2026-06-01 10:00:00,SL,5676.57,,,,,,SL Guard blocked new LIMIT,CANCEL,1780622100,4457.7,8.42,2026-06-05 07:15:00,4457.64,4460.6,4457.64,4460.6,,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2,"M5,M15,M30",group,1780406400,4534.69,,,M15,81.57,,,LIVE_ONLY,
4433.5,2026-05-28 08:15:00,4439.84,2026-05-28 08:00:00,,,,-6.34,SL_GUARD_CLOSE,,,,,,BUY,,,,,,,ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426.11,13.73,2026-05-28 09:25:43,[sl 4420.57],85.72,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4535.51,2026-05-29 19:00:00,4535.35,2026-05-29 18:00:00,,,,0.16,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504.96,30.39,2026-05-29 13:38:30,[sl 4520.74],261.5,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4555.69,2026-05-29 21:45:00,4529.64,2026-05-29 21:15:00,,,,26.05,TP,,,,,,BUY,,,,,,,ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563.77,34.13,2026-05-29 23:42:01,PD Zone fill che,147.02,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4515.69,2026-06-01 12:00:00,4525.08,2026-06-01 10:00:00,4515.69,M5,,9.39,SL,,,,,,SELL,,,1,M5 4515.69,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4496.76,28.32,2026-06-01 15:55:05,PD Zone fill che,355.08,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4502.48,2026-06-02 11:00:00,4463.18,2026-06-02 08:45:00,,,,39.3,TP,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4503.99,40.81,2026-06-02 12:30:07,PD Zone fill che,225.12,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4487.57,2026-06-04 18:00:00,4445.33,2026-06-04 07:30:00,,,,42.24,TP,,,,,,BUY,,,,,,,ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4453.59,8.26,2026-06-04 08:13:27,PD Zone fill che,43.45,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4499.87,2026-06-04 18:45:00,4478.44,2026-06-04 12:00:00,,,,21.43,TP,,,,,,BUY,,,,,,,ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.82,5.62,2026-06-04 13:11:02,PD Zone fill che,71.03,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4463.69,2026-06-04 21:45:00,4491.47,2026-06-04 19:15:00,,,,-27.78,SL,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.82,18.65,2026-06-04 13:11:02,PD Zone fill che,363.97,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4475.38,2026-06-05 05:40:00,4482.19,2026-06-04 21:30:00,,,,-6.81,SL_GUARD_CLOSE,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.82,9.37,2026-06-04 13:11:02,PD Zone fill che,498.97,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
4453.13,2026-06-05 19:30:00,4451.85,2026-06-05 19:00:00,,,,1.28,SL_GUARD_CLOSE,,,,,,BUY,,,,,,,TIME_TOO_FAR+ENTRY_TOO_FAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.82,20.97,2026-06-04 13:11:02,PD Zone fill che,1788.97,,,,,,,,,,,,,,,,,,,,,,,,BACKTEST_ONLY,
