report_tf,sid,tf,lifecycle_tf,signal,pattern,entry_time,close_time,close_type,cancel_reason,entry,sl,tp,close_price,pnl,profit,parallel_tfs,parallel_patterns,gap_bot,gap_top,final_gap_bot,final_gap_top,detect_time_raw,entry_time_raw
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-05 00:15:00,2026-06-05 00:15:00,CANCEL,Sweep Filter scan block,4479.41,4500.43,4457.33,,0.0,0.0,,,4479.39,4480.41,4479.39,4480.41,1780596900,1780596900
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-05 06:00:00,2026-06-05 06:00:00,CANCEL,Sweep Filter scan block,4474.23,4488.15,4457.33,,0.0,0.0,,,4474.21,4475.38,4474.21,4475.38,1780617600,1780617600
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-05 06:45:00,2026-06-05 06:45:00,CANCEL,Sweep Filter scan block,4466.12,4481.95,4450.29,,0.0,0.0,,,4466.11,4466.73,4466.11,4466.73,1780620300,1780620300
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M5+M15],2026-06-05 07:15:00,2026-06-05 07:15:00,CANCEL,Sweep Filter scan block,4457.68,4477.93,4437.47,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4457.64,4460.6,4457.64,4459.81,1780622100,1780622100
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — แดง,2026-06-05 08:00:00,2026-06-05 08:25:00,SL_GUARD_CLOSE,,4458.63,4442.55,4481.13,4458.62,-0.01,-0.01,,,4457.64,4458.65,4457.64,4458.65,1780623900,1780624800
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-05 14:00:00,2026-06-05 14:00:00,CANCEL,Sweep Filter scan block,4451.85,4429.52,4481.54,,0.0,0.0,,,4450.05,4451.89,4450.05,4451.89,1780646400,1780646400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-05 20:00:00,2026-06-05 20:00:00,CANCEL,S2 FVG Parallel replaced by intersection,4421.02,4472.72,4369.32,,0.0,0.0,,,4420.64,4439.7,4420.64,4439.7,1780668000,1780668000
M15,2,M30,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+M30],2026-06-05 20:00:00,2026-06-05 20:00:00,CANCEL,Sweep Filter scan block,4421.41,4493.8,4349.88,,0.0,0.0,M15|M30,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4421.04,4461.11,4421.04,4439.7,1780668000,1780668000
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-05 21:00:00,2026-06-05 21:00:00,CANCEL,S2 FVG Parallel replaced by intersection,4379.38,4419.1,4339.66,,0.0,0.0,,,4379.24,4386.12,4379.24,4386.12,1780671600,1780671600
M15,2,M30,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน [M15+M30],2026-06-05 21:00:00,2026-06-05 21:00:00,CANCEL,Sweep Filter scan block,4379.38,4443.8,4315.5,,0.0,0.0,M15|M30,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา|ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,4379.24,4399.92,4379.24,4386.12,1780671600,1780671600
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,2026-06-05 22:45:00,2026-06-05 23:00:00,CANCEL,cancel_bars,4342.03,4384.36,4299.7,,0.0,0.0,,,4341.9,4348.29,4341.9,4348.29,1780677900,1780677900
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-06 00:00:00,2026-06-06 00:00:00,CANCEL,Sweep Filter scan block,4336.52,4297.49,4421.04,,0.0,0.0,,,4332.29,4336.61,4332.29,4336.61,1780682400,1780682400
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M5+M15],2026-06-06 01:15:00,2026-06-06 01:30:00,CANCEL,cancel_bars,4334.23,4367.41,4294.19,,0.0,0.0,M5|M15,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4330.65,4338.24,4334.15,4338.24,1780686900,1780686900
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียว,2026-06-06 03:30:00,2026-06-06 03:30:00,CANCEL,Sweep Filter scan block,4321.06,4292.49,4372.52,,0.0,0.0,,,4318.9,4321.1,4318.9,4321.1,1780695000,1780695000
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — ปฏิเสธราคา,2026-06-08 06:15:00,2026-06-08 06:15:00,CANCEL,Sweep Filter scan block,4328.68,4294.53,4372.52,,0.0,0.0,,,4326.77,4328.72,4326.77,4328.72,1780877700,1780877700
M15,2,M15,,BUY,ท่าที่ 2 FVG 🟢 BUY — เขียวกลืนกิน,2026-06-08 06:45:00,2026-06-08 06:45:00,CANCEL,Sweep Filter scan block,4335.24,4310.56,4372.52,,0.0,0.0,,,4334.71,4335.25,4334.71,4335.25,1780879500,1780879500
M15,2,M15,,SELL,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน,2026-06-08 08:15:00,2026-06-08 08:30:00,CANCEL,S2 FVG Parallel replaced by intersection,4327.67,4368.82,4286.52,,0.0,0.0,,,4327.42,4339.72,4327.42,4339.72,1780884900,1780884900
M15,2,M30,,SELL,ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา [M15+M30],2026-06-08 08:30:00,2026-06-08 08:30:00,CANCEL,Sweep Filter scan block,4329.82,4380.99,4278.65,,0.0,0.0,M15|M30,ท่าที่ 2 FVG 🔴 SELL — แดงกลืนกิน|ท่าที่ 2 FVG 🔴 SELL — ปฏิเสธราคา,4329.62,4339.72,4329.62,4339.72,1780885800,1780885800
