Time (BKK),Close Time,Leg,TF,Type,Entry,SL,TP,Lot,P&L,Balance,Outcome
-,-,S106,M5,BUY,2655.53,2649.1,2666.27,0.01,-6.63,1968.07,SL
-,-,S106,M5,SELL,2649.73,2657.1,2634.5,0.01,15.03,1983.1,TP
-,-,S106,M5,BUY,2638.86,2630.95,2651.39,0.01,12.33,1995.43,TP
-,-,S106,M5,BUY,2645.62,2640.51,2655.51,0.01,-5.31,1990.12,SL
-,-,S106,M5,BUY,2645.09,2640.43,2655.51,0.01,-4.86,1985.26,SL
-,-,S106,M5,BUY,2642.94,2639.67,2651.71,0.01,-3.47,1981.79,SL
-,-,S106,M5,SELL,2627.77,2632.84,2620.88,0.01,-5.27,1976.52,SL
-,-,S106,M5,BUY,2625.35,2620.14,2629.12,0.01,3.57,1980.09,TP
-,-,S106,M5,SELL,2635.72,2639.8,2628.87,0.01,6.65,1986.74,TP
-,-,S106,M5,BUY,2618.64,2615.25,2628.17,0.01,-3.59,1983.15,SL
-,-,S106,M5,SELL,2652.86,2655.93,2645.29,0.01,-3.27,1979.88,SL
-,-,S106,M5,SELL,2652.79,2655.93,2645.29,0.01,-3.34,1976.54,SL
-,-,S106,M5,SELL,2652.65,2656.47,2645.29,0.01,-4.02,1972.52,SL
-,-,S106,M5,SELL,2677.87,2681.9,2668.94,0.01,-4.23,1968.29,SL
-,-,S106,M5,SELL,2677.11,2684.5,2669.26,0.01,7.65,1975.94,TP
-,-,S106,M5,BUY,2667.14,2663.39,2675.26,0.01,-3.95,1971.99,SL
-,-,S106,M5,BUY,2666.7,2663.17,2675.26,0.01,-3.73,1968.26,SL
-,-,S106,M5,BUY,2709.99,2707.24,2717.28,0.01,-2.95,1965.31,SL
-,-,S106,M5,BUY,2750.86,2743.54,2762.69,0.01,-7.52,1957.79,SL
-,-,S106,M5,BUY,2738.57,2733.29,2745.18,0.01,6.41,1964.2,TP
-,-,S106,M5,BUY,2759.49,2756.72,2766.26,0.01,-2.97,1961.23,SL
-,-,S106,M5,BUY,2760.28,2755.91,2766.26,0.01,-4.57,1956.66,SL
-,-,S106,M5,SELL,2765.83,2769.89,2758.82,0.01,-4.26,1952.4,SL
-,-,S106,M5,SELL,2797.86,2802.56,2792.22,0.01,5.44,1957.84,TP
-,-,S106,M5,BUY,2810.96,2805.57,2824.57,0.01,13.41,1971.25,TP
-,-,S106,M5,BUY,2860.55,2851.05,2870.45,0.01,9.7,1980.95,TP
-,-,S106,M5,SELL,2936.67,2940.07,2923.23,0.01,13.24,1994.19,TP
-,-,S106,M5,SELL,2934.96,2940.24,2923.23,0.01,11.53,2005.72,TP
-,-,S106,M5,BUY,2924.21,2912.85,2936.81,0.01,-11.56,1994.16,SL
-,-,S106,M5,BUY,2925.4,2915.24,2939.77,0.01,14.17,2008.33,TP
-,-,S106,M5,BUY,2936.43,2929.22,2944.65,0.01,8.02,2016.35,TP
-,-,S106,M5,BUY,2905.16,2892.75,2921.8,0.01,16.44,2032.79,TP
-,-,S106,M5,BUY,2908.46,2902.83,2918.38,0.01,-5.83,2026.96,SL
-,-,S106,M5,BUY,2911.93,2907.48,2921.09,0.01,8.96,2035.92,TP
-,-,S106,M5,SELL,2919.86,2926.84,2910.83,0.01,8.83,2044.75,TP
-,-,S106,M5,BUY,2910.83,2904.59,2921.09,0.01,10.06,2054.81,TP
-,-,S106,M5,BUY,2935.6,2931.47,2947.14,0.01,11.34,2066.15,TP
-,-,S106,M5,BUY,3027.92,3021.26,3045.32,0.01,17.2,2083.35,TP
-,-,S106,M5,SELL,3025.32,3030.34,3013.71,0.01,-5.22,2078.13,SL
-,-,S106,M5,BUY,3088.89,3067.69,3115.75,0.01,-21.4,2056.73,SL
-,-,S106,M5,BUY,3027.39,2999.86,3055.62,0.01,-27.73,2029.0,SL
-,-,S106,M5,SELL,3219.05,3228.85,3183.14,0.01,-10.0,2019.0,SL
-,-,S106,M5,BUY,3219.83,3210.08,3232.59,0.01,12.56,2031.56,TP
-,-,S106,M5,BUY,3322.31,3312.82,3356.23,0.01,-9.69,2021.87,SL
-,-,S106,M5,BUY,3315.51,3304.8,3363.41,0.01,-10.91,2010.96,SL
-,-,S106,M5,BUY,3306.33,3297.98,3340.08,0.01,-8.55,2002.41,SL
-,-,S106,M5,SELL,3261.69,3270.98,3244.17,0.01,17.32,2019.73,TP
-,-,S106,M5,SELL,3384.05,3391.49,3361.2,0.01,-7.64,2012.09,SL
-,-,S106,M5,BUY,3359.58,3351.31,3375.59,0.01,-8.47,2003.62,SL
-,-,S106,M5,BUY,3358.75,3351.31,3375.59,0.01,-7.64,1995.98,SL
-,-,S106,M5,SELL,3323.34,3330.01,3293.69,0.01,-6.87,1989.11,SL
-,-,S106,M5,BUY,3375.67,3364.51,3400.37,0.01,-11.36,1977.75,SL
-,-,S106,M5,BUY,3323.81,3320.34,3335.23,0.01,-3.67,1974.08,SL
-,-,S106,M5,SELL,3343.33,3352.55,3328.53,0.01,-9.42,1964.66,SL
-,-,S106,M5,BUY,3328.54,3322.99,3340.1,0.01,-5.75,1958.91,SL
-,-,S106,M5,SELL,3324.78,3329.83,3314.85,0.01,-5.25,1953.66,SL
-,-,S106,M5,SELL,3326.19,3330.92,3314.85,0.01,11.14,1964.8,TP
-,-,S106,M5,SELL,3326.23,3331.82,3314.85,0.01,11.18,1975.98,TP
-,-,S106,M5,BUY,3315.56,3308.58,3326.33,0.01,10.57,1986.55,TP
-,-,S106,M5,SELL,3340.16,3345.37,3323.0,0.01,-5.41,1981.14,SL
-,-,S106,M5,BUY,3355.5,3345.66,3370.15,0.01,-10.04,1971.1,SL
-,-,S106,M5,BUY,3326.89,3320.43,3339.85,0.01,-6.66,1964.44,SL
-,-,S106,M5,BUY,3337.04,3330.32,3344.19,0.01,6.95,1971.39,TP
-,-,S106,M5,BUY,3375.38,3368.62,3393.29,0.01,-6.96,1964.43,SL
-,-,S106,M5,BUY,3329.07,3324.03,3344.14,0.01,-5.24,1959.19,SL
-,-,S106,M5,SELL,3398.71,3405.74,3381.38,0.01,17.13,1976.32,TP
-,-,S106,M5,SELL,3396.76,3405.74,3381.38,0.01,15.18,1991.5,TP
-,-,S106,M5,BUY,3348.0,3340.74,3357.42,0.01,9.22,2000.72,TP
-,-,S106,M5,BUY,3347.1,3334.25,3357.42,0.01,-13.05,1987.67,SL
-,-,S106,M5,SELL,3354.22,3358.09,3342.73,0.01,-4.07,1983.6,SL
-,-,S106,M5,BUY,3337.49,3331.45,3348.69,0.01,-6.24,1977.36,SL
-,-,S106,M5,SELL,3323.1,3327.44,3311.56,0.01,-4.54,1972.82,SL
-,-,S106,M5,BUY,3337.8,3332.81,3349.64,0.01,-5.19,1967.63,SL
-,-,S106,M5,SELL,3342.85,3349.63,3337.06,0.01,5.59,1973.22,TP
-,-,S106,M5,BUY,3329.79,3323.61,3340.27,0.01,-6.38,1966.84,SL
-,-,S106,M5,BUY,3327.7,3319.94,3340.27,0.01,12.37,1979.21,TP
-,-,S106,M5,SELL,3368.82,3373.03,3359.83,0.01,-4.41,1974.8,SL
-,-,S106,M5,SELL,3415.03,3419.74,3407.01,0.01,-4.91,1969.89,SL
-,-,S106,M5,BUY,3478.01,3468.62,3508.79,0.01,30.58,2000.47,TP
-,-,S106,M5,SELL,3545.77,3551.09,3526.55,0.01,-5.52,1994.95,SL
-,-,S106,M5,BUY,3646.48,3633.66,3659.34,0.01,-13.02,1981.93,SL
-,-,S106,M5,BUY,3624.48,3610.62,3649.1,0.01,24.42,2006.35,TP
-,-,S106,M5,SELL,3688.46,3695.61,3674.76,0.01,-7.35,1999.0,SL
-,-,S106,M5,BUY,3674.96,3668.82,3695.33,0.01,-6.34,1992.66,SL
-,-,S106,M5,SELL,3665.31,3674.5,3649.47,0.01,15.64,2008.3,TP
-,-,S106,M5,SELL,3660.54,3665.91,3632.27,0.01,-5.57,2002.73,SL
-,-,S106,M5,BUY,3733.69,3720.12,3744.4,0.01,10.51,2013.24,TP
-,-,S106,M5,SELL,3752.23,3758.77,3734.45,0.01,-6.74,2006.5,SL
-,-,S106,M5,SELL,3870.2,3876.28,3852.9,0.01,-6.28,2000.22,SL
-,-,S106,M5,SELL,3861.27,3869.18,3837.99,0.01,-8.11,1992.11,SL
-,-,S106,M5,SELL,3974.24,3987.1,3955.98,0.01,-13.06,1979.05,SL
-,-,S106,M5,BUY,4114.12,4085.51,4179.7,0.01,65.38,2044.43,TP
-,-,S106,M5,SELL,4237.4,4252.58,4203.6,0.01,-15.38,2029.05,SL
-,-,S106,M5,SELL,4122.83,4137.78,4102.86,0.01,-15.15,2013.9,SL
-,-,S106,M5,SELL,4017.81,4032.37,3997.63,0.01,19.98,2033.88,TP
-,-,S106,M5,SELL,3978.34,3988.73,3951.86,0.01,-10.59,2023.29,SL
-,-,S106,M5,SELL,4005.55,4015.68,3984.54,0.01,20.81,2044.1,TP
-,-,S106,M5,BUY,4124.99,4118.23,4149.0,0.01,-6.96,2037.14,SL
-,-,S106,M5,SELL,4134.35,4140.97,4098.89,0.01,-6.82,2030.32,SL
-,-,S106,M5,BUY,4197.52,4181.33,4219.44,0.01,-16.39,2013.93,SL
-,-,S106,M5,BUY,4173.96,4157.22,4211.26,0.01,-16.94,1996.99,SL
-,-,S106,M5,BUY,4170.97,4157.2,4211.26,0.01,-13.97,1983.02,SL
-,-,S106,M5,BUY,4152.9,4138.1,4169.48,0.01,-15.0,1968.02,SL
-,-,S106,M5,BUY,4164.87,4146.15,4193.14,0.01,28.07,1996.09,TP
-,-,S106,M5,SELL,4221.98,4232.09,4203.33,0.01,18.45,2014.54,TP
-,-,S106,M5,BUY,4206.16,4198.75,4228.91,0.01,-7.61,2006.93,SL
-,-,S106,M5,SELL,4223.61,4242.62,4203.56,0.01,19.85,2026.78,TP
-,-,S106,M5,SELL,4225.73,4244.07,4203.56,0.01,21.97,2048.75,TP
-,-,S106,M5,SELL,4202.39,4215.07,4174.97,0.01,-12.88,2035.87,SL
-,-,S106,M5,SELL,4232.38,4246.32,4204.32,0.01,-14.14,2021.73,SL
-,-,S106,M5,BUY,4323.01,4310.26,4347.37,0.01,-12.95,2008.78,SL
-,-,S106,M5,BUY,4324.53,4319.79,4342.92,0.01,-4.94,2003.84,SL
-,-,S106,M5,SELL,4336.52,4344.67,4324.45,0.01,11.87,2015.71,TP
-,-,S106,M5,SELL,4330.78,4336.7,4309.3,0.01,-6.12,2009.59,SL
-,-,S106,M5,SELL,4328.08,4336.93,4312.72,0.01,-9.05,2000.54,SL
-,-,S106,M5,SELL,4419.21,4431.13,4378.78,0.01,-12.12,1988.42,SL
-,-,S106,M5,BUY,4469.81,4456.02,4497.75,0.01,-13.99,1974.43,SL
-,-,S106,M5,BUY,4473.42,4457.92,4512.2,0.01,-15.7,1958.73,SL
-,-,S106,M5,SELL,4517.92,4530.25,4492.54,0.01,-12.53,1946.2,SL
-,-,S106,M5,BUY,4442.24,4425.66,4495.77,0.01,-16.78,1929.42,SL
-,-,S106,M5,BUY,4444.13,4425.75,4480.31,0.01,-18.58,1910.84,SL
-,-,S106,M5,SELL,4601.58,4607.81,4573.66,0.01,-6.43,1904.41,SL
-,-,S106,M5,BUY,4615.56,4604.89,4639.74,0.01,-10.87,1893.54,SL
-,-,S106,M5,BUY,4614.99,4596.54,4639.74,0.01,24.55,1918.09,TP
-,-,S106,M5,SELL,4611.66,4624.86,4581.07,0.01,30.39,1948.48,TP
-,-,S106,M5,BUY,4594.89,4580.77,4616.08,0.01,20.99,1969.47,TP
-,-,S106,M5,BUY,4831.08,4808.65,4888.41,0.01,-22.63,1946.84,SL
-,-,S106,M5,BUY,5063.01,5042.94,5093.95,0.01,30.74,1977.58,TP
-,-,S106,M5,BUY,4834.66,4794.33,4934.03,0.01,-40.53,1937.05,SL
-,-,S106,M5,SELL,5051.8,5065.53,5009.0,0.01,-13.93,1923.12,SL
-,-,S106,M5,BUY,5014.08,4994.79,5045.66,0.01,31.38,1954.5,TP
-,-,S106,M5,SELL,5075.32,5085.72,5047.25,0.01,27.87,1982.37,TP
-,-,S106,M5,SELL,4987.93,5015.15,4944.99,0.01,-27.42,1954.95,SL
-,-,S106,M5,SELL,4994.75,5024.67,4944.99,0.01,-30.12,1924.83,SL
-,-,S106,M5,BUY,4874.32,4834.74,4970.15,0.01,95.63,2020.46,TP
-,-,S106,M5,BUY,5130.97,5120.35,5176.7,0.01,45.53,2065.99,TP
-,-,S106,M5,BUY,5145.89,5131.13,5191.84,0.01,-14.96,2051.03,SL
-,-,S106,M5,BUY,5175.24,5152.9,5210.68,0.01,35.24,2086.27,TP
-,-,S106,M5,BUY,5345.13,5301.08,5389.77,0.01,-44.25,2042.02,SL
-,-,S106,M5,BUY,5346.09,5300.09,5389.77,0.01,-46.2,1995.82,SL
-,-,S106,M5,SELL,5188.14,5208.99,5120.26,0.01,67.68,2063.5,TP
-,-,S106,M5,BUY,5187.67,5173.66,5223.18,0.01,-14.21,2049.29,SL
-,-,S106,M5,BUY,5090.94,5069.59,5128.62,0.01,-21.55,2027.74,SL
-,-,S106,M5,BUY,4654.49,4633.14,4735.87,0.01,-21.55,2006.19,SL
-,-,S106,M5,BUY,4180.38,4087.19,4473.18,0.01,292.6,2298.79,TP
-,-,S106,M5,SELL,4611.67,4628.53,4548.03,0.01,-17.06,2281.73,SL
-,-,S106,M5,SELL,4722.55,4735.8,4667.08,0.01,-13.45,2268.28,SL
-,-,S106,M5,BUY,4793.44,4765.09,4857.51,0.01,-28.55,2239.73,SL
-,-,S106,M5,BUY,4740.89,4729.15,4777.04,0.01,35.95,2275.68,TP
-,-,S106,M5,SELL,4776.18,4784.31,4738.02,0.01,-8.33,2267.35,SL
-,-,S106,M5,SELL,4727.25,4741.89,4705.81,0.01,-14.84,2252.51,SL
-,-,S106,M5,SELL,4812.73,4828.49,4779.79,0.01,-15.96,2236.55,SL
-,-,S106,M5,SELL,4735.46,4745.11,4692.84,0.01,42.42,2278.97,TP
-,-,S106,M5,BUY,4696.06,4687.74,4730.0,0.01,-8.52,2270.45,SL
-,-,S106,M5,BUY,4577.93,4568.14,4610.32,0.01,-9.99,2260.46,SL
-,-,S106,M5,BUY,4592.06,4582.02,4620.89,0.01,-10.24,2250.22,SL
-,-,S106,M5,BUY,4687.95,4674.24,4725.27,0.01,-13.91,2236.31,SL
-,-,S106,M5,SELL,4424.66,4441.61,4366.4,0.01,-17.15,2219.16,SL
-,-,S106,M5,SELL,4519.24,4527.64,4489.13,0.01,-8.6,2210.56,SL
-,-,S106,M5,BUY,4457.85,4449.1,4496.69,0.01,-8.95,2201.61,SL
-,-,S106,M5,SELL,4468.43,4477.34,4435.25,0.01,32.98,2234.59,TP
-,-,S106,M5,SELL,4334.23,4366.1,4324.29,0.01,9.74,2244.33,TP
-,-,S106,M5,SELL,4196.12,4217.35,4170.69,0.01,25.23,2269.56,TP
-,-,S106,M5,SELL,4072.71,4081.53,4030.8,0.01,-9.02,2260.54,SL
-,-,S106,M5,SELL,4069.78,4081.45,4030.8,0.01,-11.87,2248.67,SL
-,-,S106,M5,BUY,4167.8,4159.02,4195.44,0.01,-8.98,2239.69,SL
-,-,S106,M5,SELL,4089.1,4101.6,4054.26,0.01,-12.7,2226.99,SL
-,-,S106,M5,BUY,4108.9,4102.84,4134.79,0.01,-6.26,2220.73,SL
