Date,Trades,Win,Loss,BE,Net_PnL,Cumulative_PnL
2026-03-17,7,2,5,0,-49.15,-10340.170000000002
2026-03-18,22,19,3,0,1946.64,-8393.530000000002
2026-03-19,31,2,29,0,-369.38,-8762.910000000002
2026-03-20,3,1,2,0,48.230000000000004,-8714.680000000002
2026-03-23,14,0,14,0,-1043.51,-9758.190000000002
2026-03-24,4,0,4,0,-136.32,-9894.510000000002
2026-03-25,9,0,9,0,-926.01,-10820.520000000002
2026-03-26,4,0,4,0,-120.64000000000001,-10941.160000000002
2026-03-27,4,0,4,0,-138.63,-11079.79
2026-03-30,8,5,3,0,506.12,-10573.67
2026-03-31,13,3,10,0,-90.62,-10664.29
2026-04-01,16,0,16,0,-560.71,-11225.0
2026-04-02,13,10,3,0,1611.25,-9613.75
2026-04-06,2,0,2,0,-45.239999999999995,-9658.99
2026-04-07,7,2,5,0,-7.909999999999993,-9666.9
2026-04-08,4,1,3,0,35.97,-9630.93
2026-04-09,6,0,6,0,-105.15,-9736.08
2026-04-10,1,0,1,0,-35.37,-9771.45
2026-04-13,10,3,7,0,-3.489999999999995,-9774.94
2026-04-14,9,0,9,0,-235.66,-10010.6
2026-04-15,6,0,6,0,-80.41,-10091.01
2026-04-16,1,0,1,0,-15.85,-10106.86
2026-04-17,21,0,21,0,-715.9,-10822.76
2026-04-20,1,1,0,0,100.01,-10722.75
2026-04-21,19,3,16,0,-306.08,-11028.83
2026-04-23,1,1,0,0,47.25,-10981.58
2026-04-24,4,1,3,0,128.81,-10852.77
2026-04-27,2,1,1,0,11.27,-10841.5
2026-04-28,30,3,27,0,-644.59,-11486.09
2026-04-29,11,3,8,0,322.32,-11163.77
2026-04-30,4,0,4,0,-83.91,-11247.68
2026-05-01,1,1,0,0,90.92,-11156.76
2026-05-04,7,3,4,0,441.3,-10715.460000000001
2026-05-05,2,0,2,0,-25.45,-10740.910000000002
2026-05-06,19,4,15,0,260.5,-10480.410000000002
2026-05-07,8,0,8,0,-251.54000000000002,-10731.950000000003
2026-05-11,5,2,3,0,41.46000000000001,-10690.490000000003
2026-05-12,9,1,8,0,-105.41,-10795.900000000003
2026-05-13,2,0,2,0,-32.89,-10828.790000000003
2026-05-14,7,3,4,0,2.150000000000002,-10826.640000000003
2026-05-15,26,8,18,0,408.14000000000004,-10418.500000000004
2026-05-18,16,8,8,0,1321.23,-9097.270000000004
2026-05-19,24,11,13,0,224.99000000000004,-8872.280000000004
2026-05-20,7,1,6,0,-276.63,-9148.910000000003
2026-05-21,12,2,10,0,-60.53,-9209.440000000004
2026-05-22,4,4,0,0,136.07,-9073.370000000004
2026-05-25,11,2,9,0,-244.24,-9317.610000000004
2026-05-26,2,1,1,0,44.39,-9273.220000000005
2026-05-27,41,17,24,0,1333.48,-7939.740000000005
2026-05-28,9,2,7,0,-220.17,-8159.910000000005
2026-05-29,13,0,13,0,-322.52,-8482.430000000006
2026-06-01,4,2,2,0,110.21,-8372.220000000007
2026-06-02,3,1,2,0,5.779999999999998,-8366.440000000006
2026-06-03,6,0,6,0,-67.75999999999999,-8434.200000000006
2026-06-04,7,1,6,0,-124.12,-8558.320000000007
2026-06-05,23,6,17,0,218.87,-8339.450000000006
2026-06-08,10,3,7,0,-57.99999999999999,-8397.450000000006
2026-06-09,9,1,8,0,-253.61999999999998,-8651.070000000007
2026-06-10,33,3,30,0,-738.1,-9389.170000000007
2026-06-11,18,2,16,0,-487.91999999999996,-9877.090000000007
2026-06-12,1,0,1,0,-46.3,-9923.390000000007
2026-06-15,13,3,10,0,574.35,-9349.040000000006
2026-06-17,14,4,10,0,144.94,-9204.100000000006
2026-06-18,3,0,3,0,-40.16,-9244.260000000006
2026-06-19,15,0,15,0,-260.13,-9504.390000000005
2026-06-22,2,0,2,0,-58.15,-9562.540000000005
2026-06-23,9,1,8,0,-78.49000000000001,-9641.030000000004
2026-06-24,21,2,19,0,-42.73000000000001,-9683.760000000004
2026-06-26,3,0,3,0,-64.65,-9748.410000000003
2026-06-30,17,8,9,0,636.9300000000001,-9111.480000000003
2026-07-01,9,1,8,0,-124.85000000000001,-9236.330000000004
2026-07-02,7,2,5,0,180.86999999999998,-9055.460000000003
2026-07-03,2,0,2,0,-50.010000000000005,-9105.470000000003
2026-07-06,4,2,2,0,214.72,-8890.750000000004
2026-07-07,6,2,4,0,15.330000000000002,-8875.420000000004
2026-07-08,4,3,1,0,439.12,-8436.300000000003
2026-07-09,2,0,2,0,-24.39,-8460.690000000002
2026-07-10,6,5,1,0,265.33,-8195.360000000002
2026-07-13,11,6,5,0,241.70999999999998,-7953.650000000002
2026-07-14,6,5,1,0,233.14,-7720.510000000002
2026-07-16,8,2,6,0,100.63,-7619.880000000002
2026-07-17,2,0,2,0,-70.0,-7689.880000000002
2026-07-20,5,1,4,0,-26.299999999999997,-7716.180000000002
2026-07-21,14,0,14,0,-378.88,-8095.060000000002
2026-07-22,19,2,17,0,-78.58,-8173.640000000002
2026-07-23,6,1,5,0,42.349999999999994,-8131.290000000002
2026-07-24,1,0,1,0,-10.58,-8141.870000000002
2026-07-27,6,2,4,0,-34.56,-8176.430000000002
2026-07-28,9,4,5,0,21.35,-8155.080000000002
2026-07-29,16,1,15,0,-216.51,-8371.590000000002
2026-07-30,1,1,0,0,23.82,-8347.770000000002
2026-07-31,3,1,2,0,19.259999999999998,-8328.510000000002
2026-08-03,4,3,1,0,70.07,-8258.440000000002
2026-08-04,12,1,11,0,-192.57,-8451.010000000002
2026-08-05,26,1,25,0,-486.78,-8937.790000000003
2026-08-06,19,0,19,0,-465.59000000000003,-9403.380000000003
2026-08-07,17,0,17,0,-403.53,-9806.910000000003
2026-08-10,11,1,10,0,-186.48,-9993.390000000003
2026-08-11,4,0,4,0,-75.55,-10068.940000000002
2026-08-12,2,0,2,0,-18.97,-10087.910000000002
2026-08-13,5,0,5,0,-72.63,-10160.54
2026-08-14,7,2,5,0,173.19,-9987.35
2026-08-17,12,4,8,0,122.72999999999999,-9864.62
2026-08-18,8,1,7,0,-75.3,-9939.92
2026-08-19,15,2,13,0,-247.7,-10187.62
2026-08-20,8,1,7,0,-39.4,-10227.02
2026-08-21,22,2,20,0,-335.94000000000005,-10562.960000000001
2026-08-24,7,3,4,0,6.090000000000003,-10556.87
2026-08-25,7,1,5,0,-129.6,-10686.470000000001
2026-08-26,7,2,3,0,57.489999999999995,-10628.980000000001
2026-08-27,6,3,3,0,221.64,-10407.340000000002
2026-08-28,21,4,17,0,-310.38,-10717.720000000001
2026-08-31,19,3,16,0,-167.89999999999998,-10885.62
2026-09-01,13,5,8,0,-26.779999999999998,-10912.400000000001
2026-09-02,25,8,17,0,1298.9,-9613.500000000002
2026-09-03,13,1,12,0,-74.61999999999999,-9688.120000000003
2026-09-07,5,3,2,0,92.87,-9595.250000000002
2026-09-08,9,4,4,0,329.63,-9265.620000000003
2026-09-09,6,3,3,0,53.06999999999999,-9212.550000000003
2026-09-10,4,1,2,0,42.470000000000006,-9170.080000000004
2026-09-11,7,0,7,0,-115.61000000000001,-9285.690000000004
2026-09-14,34,16,16,0,1363.65,-7922.0400000000045
2026-09-16,19,7,11,0,167.94,-7754.100000000005
2026-09-17,6,2,3,0,154.33,-7599.770000000005
