target_af,window_days,component_no,component_type,component_name,weight,raw_trades,derived_window,pnl,pnl_per_day
AF51,90,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,3,no,5421.99519,60.244391
AF51,90,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,3,no,2807.6098,31.195664
AF51,90,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,2,no,3068.19873,34.091097
AF51,90,23,overlay,AMBFIX_INV_S84c6017_RD5.0_7.0_H16,344.837,2,no,-693.12237,-7.70136
AF51,90,24,overlay,AMBFIX_DIR_S84c6017_ALL_H12,23.911,24,no,4092.12854,45.468095
AF51,90,25,overlay,AMBFIX_INV_S84c5505_RD5.0_7.0_H11,121.543,4,no,1061.07039,11.789671
AF51,90,26,overlay,AMBFIX_DIR_S84c5505_RD5.0_7.0_H14,114.571,1,no,713.77733,7.930859
AF51,90,27,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H11,415.734,3,no,7138.15278,79.312809
AF51,90,28,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H22,222.978,1,no,1393.6125,15.484583
AF51,90,29,overlay,AMBFIX_DIR_S84c3057_RD4.0_5.0_H19,733.281,7,no,12421.78014,138.019779
AF51,90,30,overlay,AMBFIX_INV_S84c3057_RD2.7_3.4_H13,525.853,1,no,3239.25448,35.991716
AF51,90,31,overlay,AMBFIX_INV_S84c3057_RD3.4_4.0_H11,321.025,3,no,3412.49575,37.916619
AF51,90,32,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H9,491.628,5,no,7049.94552,78.332728
AF51,90,33,overlay,AMBFIX_DIR_S84c889_RD3.4_4.0_H13,437.129,3,no,1748.516,19.427956
AF51,90,34,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H13,273.83,1,no,1686.7928,18.742142
AF51,90,35,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H19,70.685,8,no,1584.7577,17.608419
AF51,90,36,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H17,215.498,9,no,661.57886,7.350876
AF51,90,37,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H18,434.774,2,no,1260.8446,14.009384
AF51,90,38,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H11,888.785,2,no,159.9813,1.77757
AF51,90,39,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H20,286.625,3,no,2023.5725,22.484139
AF51,90,40,overlay,AMBFIX_INV_S84c889_RD2.0_2.7_H18,168.714,4,no,1309.22064,14.546896
AF51,90,41,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H16,106.536,2,no,1223.03328,13.589259
AF51,90,42,overlay,AMBFIX_DIR_S84c889_RD5.0_7.0_H15,32.734,14,no,448.4558,4.982842
AF51,90,43,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H22,124.801,4,no,17460.90791,194.010088
AF51,90,44,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H14,125.633,4,no,1204.82047,13.386894
AF51,90,45,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H15,31.539,7,no,7053.06657,78.367406
AF51,90,46,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H11,23.755,6,no,4778.79335,53.097704
AF51,90,47,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H13,145.72,2,no,-1582.5192,-17.583547
AF51,90,48,overlay,AMBFIX_INV_S86RUNc7171_ALL_H17,35.801,5,no,3152.99407,35.033267
AF51,90,49,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H10,17.894,4,no,1706.37184,18.959687
AF51,90,50,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H20,7.112,9,no,1635.4044,18.17116
AF51,90,51,overlay,AMBFIX_INV_S86RUNc7171_ALL_H18,20.491,3,no,1412.23972,15.691552
AF51,120,0,base,S88,,,no,64715.05273,539.292106
AF51,120,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,16,no,6685.7733,55.714777
AF51,120,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,16,no,4048.62108,33.738509
AF51,120,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,19,no,4286.5394,35.721162
AF51,120,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,14,no,3589.81336,29.915111
AF51,120,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,13,no,3646.28388,30.385699
AF51,120,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,10,no,3519.9588,29.33299
AF51,120,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,9,no,1100.39634,9.16997
AF51,120,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,19,no,3799.3499,31.661249
AF51,120,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,9,no,2327.9967,19.399973
AF51,120,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,11,no,1683.73258,14.031105
AF51,120,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,9,no,1863.06942,15.525578
AF51,120,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,26,no,1367.00975,11.391748
AF51,120,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,1,no,1424.27352,11.868946
AF51,120,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,10,no,1020.84721,8.50706
AF51,120,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,9,no,695.14231,5.792853
AF51,120,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,13,no,3310.32084,27.586007
AF51,120,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,19,no,150.1446,1.251205
AF51,120,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,14,no,1355.24221,11.293685
AF51,120,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,6,no,-4.6265,-0.038554
AF51,120,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,4,no,10036.83252,83.640271
AF51,120,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,3,no,2807.6098,23.396748
AF51,120,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,2,no,3068.19873,25.568323
AF51,120,23,overlay,AMBFIX_INV_S84c6017_RD5.0_7.0_H16,344.837,3,no,1162.10069,9.684172
AF51,120,24,overlay,AMBFIX_DIR_S84c6017_ALL_H12,23.911,34,no,1198.18021,9.984835
AF51,120,25,overlay,AMBFIX_INV_S84c5505_RD5.0_7.0_H11,121.543,6,no,1003.94518,8.36621
AF51,120,26,overlay,AMBFIX_DIR_S84c5505_RD5.0_7.0_H14,114.571,1,no,713.77733,5.948144
AF51,120,27,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H11,415.734,4,no,9811.3224,81.76102
AF51,120,28,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H22,222.978,2,no,2626.68084,21.889007
AF51,120,29,overlay,AMBFIX_DIR_S84c3057_RD4.0_5.0_H19,733.281,8,no,16366.83192,136.390266
AF51,120,30,overlay,AMBFIX_INV_S84c3057_RD2.7_3.4_H13,525.853,2,no,6415.4066,53.461722
AF51,120,31,overlay,AMBFIX_INV_S84c3057_RD3.4_4.0_H11,321.025,4,no,4545.714,37.88095
AF51,120,32,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H9,491.628,6,no,8957.46216,74.645518
AF51,120,33,overlay,AMBFIX_DIR_S84c889_RD3.4_4.0_H13,437.129,4,no,3505.77458,29.214788
AF51,120,34,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H13,273.83,2,no,3340.726,27.839383
AF51,120,35,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H19,70.685,9,no,1965.043,16.375358
AF51,120,36,overlay,AMBFIX_DIR_S84c889_RD4.0_5.0_H17,215.498,12,no,836.13224,6.967769
AF51,120,37,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H18,434.774,3,no,2634.73044,21.956087
AF51,120,38,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H11,888.785,3,no,6701.4389,55.845324
AF51,120,39,overlay,AMBFIX_DIR_S84c889_RD2.7_3.4_H20,286.625,3,no,2023.5725,16.863104
AF51,120,40,overlay,AMBFIX_INV_S84c889_RD2.0_2.7_H18,168.714,5,no,2115.67356,17.630613
AF51,120,41,overlay,AMBFIX_INV_S84c889_RD2.7_3.4_H16,106.536,3,no,1802.58912,15.021576
AF51,120,42,overlay,AMBFIX_DIR_S84c889_RD5.0_7.0_H15,32.734,20,no,1009.18922,8.40991
AF51,120,43,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H22,124.801,7,no,23138.1054,192.817545
AF51,120,44,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H14,125.633,5,no,11252.94781,93.774565
AF51,120,45,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H15,31.539,8,no,5757.75984,47.981332
AF51,120,46,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H11,23.755,6,no,4778.79335,39.823278
AF51,120,47,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H13,145.72,3,no,27603.7396,230.031163
AF51,120,48,overlay,AMBFIX_INV_S86RUNc7171_ALL_H17,35.801,5,no,3152.99407,26.274951
AF51,120,49,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H10,17.894,4,no,1706.37184,14.219765
AF51,120,50,overlay,AMBFIX_DIR_S86RUNc7171_ALL_H20,7.112,12,no,2327.402,19.395017
AF51,120,51,overlay,AMBFIX_INV_S86RUNc7171_ALL_H18,20.491,3,no,1412.23972,11.768664
AF51,150,0,base,S88,,,no,69673.37536,464.489169
AF51,150,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,19,no,6602.84898,44.018993
AF51,150,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,19,no,4855.19768,32.367985
AF51,150,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,20,no,5204.3805,34.69587
AF51,150,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,15,no,4033.01157,26.886744
AF51,150,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,13,no,3646.28388,24.308559
AF51,150,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,10,no,3519.9588,23.466392
AF51,150,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,11,no,3469.08987,23.127266
AF51,150,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,19,no,3799.3499,25.328999
AF51,150,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,12,no,3094.7022,20.631348
AF51,150,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,13,no,3704.63579,24.697572
AF51,150,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,10,no,2668.20119,17.788008
AF51,150,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,29,no,2261.38603,15.075907
AF51,150,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,3,no,563.08488,3.753899
AF51,150,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,13,no,824.68983,5.497932
AF51,150,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,11,no,621.39132,4.142609
AF51,150,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,20,no,-1694.68192,-11.297879
AF51,150,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,24,no,709.3038,4.728692
AF51,150,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,14,no,1657.16527,11.047768
AF51,150,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,11,no,161.0022,1.073348
AF51,150,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,5,no,14587.33118,97.248875
AF51,150,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,4,no,5384.40996,35.896066
AF51,150,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,5,no,8054.937,53.69958
AF51,150,23,overlay,AMBFIX_INV_S84c6017_RD5.0_7.0_H16,344.837,4,no,3448.37,22.989133
AF51,150,24,overlay,AMBFIX_DIR_S84c6017_ALL_H12,23.911,41,no,2120.66659,14.137777
AF51,150,25,overlay,AMBFIX_INV_S84c5505_RD5.0_7.0_H11,121.543,8,no,804.61466,5.364098
AF51,150,26,overlay,AMBFIX_DIR_S84c5505_RD5.0_7.0_H14,114.571,4,no,3054.46286,20.363086
AF51,150,27,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H11,415.734,4,no,9811.3224,65.408816
AF51,150,28,overlay,AMBFIX_INV_S84c4369_RD5.0_7.0_H22,222.978,3,no,2626.68084,17.511206
AF51,150,29,overlay,AMBFIX_DIR_S84c3057_RD4.0_5.0_H19,733.281,10,no,24044.28399,160.295227
AF51,150,30,overlay,AMBFIX_INV_S84c3057_RD2.7_3.4_H13,525.853,4,no,12378.57962,82.523864
