target_af,window_days,component_no,component_type,component_name,weight,raw_trades,derived_window,pnl,pnl_per_day
AF22,30,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,,yes,0.0,0.0
AF22,30,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,,yes,0.0,0.0
AF22,30,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,,yes,1547.52426,51.584142
AF22,60,0,base,S88,,,yes,20326.4298,338.77383
AF22,60,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,,yes,2128.39088,35.473181
AF22,60,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,,yes,-2742.36044,-45.706007
AF22,60,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,,yes,2295.8331,38.263885
AF22,60,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,,yes,2278.64693,37.977449
AF22,60,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,,yes,3626.73276,60.445546
AF22,60,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,,yes,2119.0908,35.31818
AF22,60,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,,yes,2280.86847,38.014474
AF22,60,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,,yes,1778.07248,29.634541
AF22,60,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,,yes,750.44205,12.507367
AF22,60,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,,yes,1972.1301,32.868835
AF22,60,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,,yes,1269.52518,21.158753
AF22,60,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,,yes,1082.78,18.046333
AF22,60,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,,yes,1424.27352,23.737892
AF22,60,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,,yes,-154.71568,-2.578595
AF22,60,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,,yes,-590.00792,-9.833465
AF22,60,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,,yes,2156.29304,35.938217
AF22,60,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,,yes,-518.6029,-8.643382
AF22,60,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,,yes,959.50125,15.991688
AF22,60,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,,yes,-162.39015,-2.706503
AF22,60,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,,yes,-3509.382,-58.4897
AF22,60,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,,yes,0.0,0.0
AF22,60,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,,yes,1547.52426,25.792071
AF22,90,0,base,S88,,,no,42622.95059,473.58834
AF22,90,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,12,no,4464.09256,49.601028
AF22,90,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,16,no,4048.62108,44.984679
AF22,90,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,17,no,4707.3191,52.303546
AF22,90,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,12,no,3683.79718,40.93108
AF22,90,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,9,no,3525.71864,39.174652
AF22,90,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,8,no,3728.9772,41.43308
AF22,90,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,9,no,1100.39634,12.226626
AF22,90,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,14,no,2195.82642,24.398071
AF22,90,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,7,no,703.97505,7.821945
AF22,90,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,8,no,-1365.64708,-15.173856
AF22,90,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,6,no,3036.41845,33.737983
AF22,90,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,19,no,120.72997,1.341444
AF22,90,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,1,no,1424.27352,15.825261
AF22,90,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,8,no,533.21654,5.924628
AF22,90,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,6,no,-21.96838,-0.244093
AF22,90,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,10,no,4227.21964,46.969107
AF22,90,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,13,no,-47.4595,-0.527328
AF22,90,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,13,no,1355.24221,15.058247
AF22,90,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,6,no,-4.6265,-0.051406
AF22,90,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,3,no,5421.99519,60.244391
AF22,90,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,3,no,2807.6098,31.195664
AF22,90,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,2,no,3068.19873,34.091097
AF22,120,0,base,S88,,,no,64715.05273,539.292106
AF22,120,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,16,no,6685.7733,55.714777
AF22,120,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,16,no,4048.62108,33.738509
AF22,120,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,19,no,4286.5394,35.721162
AF22,120,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,14,no,3589.81336,29.915111
AF22,120,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,13,no,3646.28388,30.385699
AF22,120,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,10,no,3519.9588,29.33299
AF22,120,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,9,no,1100.39634,9.16997
AF22,120,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,19,no,3799.3499,31.661249
AF22,120,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,9,no,2327.9967,19.399973
AF22,120,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,11,no,1683.73258,14.031105
AF22,120,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,9,no,1863.06942,15.525578
AF22,120,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,26,no,1367.00975,11.391748
AF22,120,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,1,no,1424.27352,11.868946
AF22,120,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,10,no,1020.84721,8.50706
AF22,120,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,9,no,695.14231,5.792853
AF22,120,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,13,no,3310.32084,27.586007
AF22,120,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,19,no,150.1446,1.251205
AF22,120,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,14,no,1355.24221,11.293685
AF22,120,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,6,no,-4.6265,-0.038554
AF22,120,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,4,no,10036.83252,83.640271
AF22,120,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,3,no,2807.6098,23.396748
AF22,120,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,2,no,3068.19873,25.568323
AF22,150,0,base,S88,,,no,69673.37536,464.489169
AF22,150,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,19,no,6602.84898,44.018993
AF22,150,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,19,no,4855.19768,32.367985
AF22,150,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,20,no,5204.3805,34.69587
AF22,150,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,15,no,4033.01157,26.886744
AF22,150,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,13,no,3646.28388,24.308559
AF22,150,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,10,no,3519.9588,23.466392
AF22,150,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,11,no,3469.08987,23.127266
AF22,150,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,19,no,3799.3499,25.328999
AF22,150,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,12,no,3094.7022,20.631348
AF22,150,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,13,no,3704.63579,24.697572
AF22,150,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,10,no,2668.20119,17.788008
AF22,150,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,29,no,2261.38603,15.075907
AF22,150,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,3,no,563.08488,3.753899
AF22,150,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,13,no,824.68983,5.497932
AF22,150,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,11,no,621.39132,4.142609
AF22,150,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,20,no,-1694.68192,-11.297879
AF22,150,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,24,no,709.3038,4.728692
AF22,150,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,14,no,1657.16527,11.047768
AF22,150,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,11,no,161.0022,1.073348
AF22,150,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,5,no,14587.33118,97.248875
AF22,150,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,4,no,5384.40996,35.896066
AF22,150,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,5,no,8054.937,53.69958
AF22,180,0,base,S88,,,no,80842.35507,449.124195
AF22,180,1,overlay,AMBFIX_INV_S84_M15_OLDWICK_FOLLOW_RD4.0_5.0_H17,172.759,22,no,2893.71325,16.076185
AF22,180,2,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H10,196.726,22,no,7861.17096,43.673172
AF22,180,3,overlay,AMBFIX_DIR_S84_RD2.7_3.4_H12,123.035,21,no,4087.2227,22.706793
AF22,180,4,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H17,92.141,16,no,4461.46722,24.785929
AF22,180,5,overlay,AMBFIX_INV_S84_RD3.4_4.0_H11,325.852,14,no,4721.59548,26.231086
AF22,180,6,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H14,222.36,13,no,4251.5232,23.619573
AF22,180,7,overlay,AMBFIX_INV_S84_RD4.0_5.0_H22,258.309,14,no,4685.72526,26.031807
AF22,180,8,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H15,116.366,22,no,3077.8807,17.099337
AF22,180,9,overlay,AMBFIX_INV_S84_RD3.4_4.0_H19,232.335,18,no,3250.36665,18.057592
AF22,180,10,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H11,212.057,16,no,7159.04432,39.772468
AF22,180,11,overlay,AMBFIX_DIR_S84_RD3.4_4.0_H22,274.789,11,no,1607.51565,8.930643
AF22,180,12,overlay,AMBFIX_DIR_S84_RD5.0_7.0_H20,54.139,29,no,2261.38603,12.563256
AF22,180,13,overlay,AMBFIX_DIR_S84_RD0.8_1.3_H18,414.033,3,no,563.08488,3.128249
AF22,180,14,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H18,138.139,16,no,102.22286,0.567905
AF22,180,15,overlay,AMBFIX_INV_S84_RD4.0_5.0_H15,156.917,11,no,621.39132,3.452174
AF22,180,16,overlay,AMBFIX_INV_S84_RD2.0_2.7_H9,158.086,25,no,2102.5438,11.680799
AF22,180,17,overlay,AMBFIX_INV_S84_RD5.0_7.0_H8,86.29,29,no,1313.3338,7.296299
AF22,180,18,overlay,AMBFIX_DIR_S84_RD4.0_5.0_H14,85.289,16,no,1574.43494,8.746861
AF22,180,19,overlay,AMBFIX_INV_S84_RD3.4_4.0_H10,46.265,13,no,144.80945,0.804497
AF22,180,20,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H17,584.897,7,no,18143.50494,100.79725
AF22,180,21,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H10,344.492,5,no,7561.5994,42.008886
AF22,180,22,overlay,AMBFIX_DIR_S84c6017_RD5.0_7.0_H14,244.089,8,no,10168.74774,56.493043
