timestamp,rank,label,add_leg,add_weight,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 16:02:05,0,S83_BASELINE,,,,429.68,401.38,4.095,3,-999.91,0.19,55.01,9754,90,439.1,4.474,3,-984.09,3352.32,6366.25,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16
2026-07-03 16:02:05,0,S83_BASELINE,,,,429.68,401.38,4.095,3,-999.91,0.19,55.01,9754,120,475.4,4.573,3,-984.09,5771.9,8458.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57
2026-07-03 16:02:05,0,S83_BASELINE,,,,429.68,401.38,4.095,3,-999.91,0.19,55.01,9754,150,402.83,4.22,3,-998.76,5771.9,10130.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,0,S83_BASELINE,,,,429.68,401.38,4.095,3,-999.91,0.19,55.01,9754,180,401.38,4.095,3,-999.91,5771.9,12068.08,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
2026-07-03 16:02:05,3,S83+S87_D1_LAST_INVx9.8,S87_D1_LAST_INV,9.8,"(0, 462.409788, 425.819777, -1464.0597, 3.988272, -3)",462.41,425.82,3.988,3,-1464.06,0.19,55.01,9782,150,431.03,4.068,3,-1458.54,6869.21,10718.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:4230.46;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,3,S83+S87_D1_LAST_INVx9.8,S87_D1_LAST_INV,9.8,"(0, 462.409788, 425.819777, -1464.0597, 3.988272, -3)",462.41,425.82,3.988,3,-1464.06,0.19,55.01,9782,180,425.82,3.988,3,-1464.06,6869.21,12724.68,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:4398.34;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
2026-07-03 16:02:05,4,S83+S87_D1_LAST_INVx9.7,S87_D1_LAST_INV,9.7,"(0, 462.075793, 425.570438, -1459.3207, 3.989305, -3)",462.08,425.57,3.989,3,-1459.32,0.19,55.01,9782,90,482.35,4.428,3,-1443.77,4039.37,6696.05,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:3892.03;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16
2026-07-03 16:02:05,4,S83+S87_D1_LAST_INVx9.7,S87_D1_LAST_INV,9.7,"(0, 462.075793, 425.570438, -1459.3207, 3.989305, -3)",462.08,425.57,3.989,3,-1459.32,0.19,55.01,9782,120,509.64,4.371,3,-1443.77,6858.01,8963.34,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:4109.31;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57
2026-07-03 16:02:05,4,S83+S87_D1_LAST_INVx9.7,S87_D1_LAST_INV,9.7,"(0, 462.075793, 425.570438, -1459.3207, 3.989305, -3)",462.08,425.57,3.989,3,-1459.32,0.19,55.01,9782,150,430.74,4.069,3,-1453.8,6858.01,10712.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:4187.30;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,4,S83+S87_D1_LAST_INVx9.7,S87_D1_LAST_INV,9.7,"(0, 462.075793, 425.570438, -1459.3207, 3.989305, -3)",462.08,425.57,3.989,3,-1459.32,0.19,55.01,9782,180,425.57,3.989,3,-1459.32,6858.01,12717.98,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:4353.46;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
2026-07-03 16:02:05,5,S83+S87_D1_LAST_INVx9.6,S87_D1_LAST_INV,9.6,"(0, 461.741798, 425.321099, -1454.5817, 3.990341, -3)",461.74,425.32,3.99,3,-1454.58,0.19,55.01,9782,90,481.9,4.428,3,-1439.03,4032.29,6692.65,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:3851.90;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16
2026-07-03 16:02:05,5,S83+S87_D1_LAST_INVx9.6,S87_D1_LAST_INV,9.6,"(0, 461.741798, 425.321099, -1454.5817, 3.990341, -3)",461.74,425.32,3.99,3,-1454.58,0.19,55.01,9782,120,509.29,4.373,3,-1439.03,6846.81,8958.15,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:4066.94;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57
2026-07-03 16:02:05,5,S83+S87_D1_LAST_INVx9.6,S87_D1_LAST_INV,9.6,"(0, 461.741798, 425.321099, -1454.5817, 3.990341, -3)",461.74,425.32,3.99,3,-1454.58,0.19,55.01,9782,150,430.45,4.071,3,-1449.06,6846.81,10706.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:4144.13;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,5,S83+S87_D1_LAST_INVx9.6,S87_D1_LAST_INV,9.6,"(0, 461.741798, 425.321099, -1454.5817, 3.990341, -3)",461.74,425.32,3.99,3,-1454.58,0.19,55.01,9782,180,425.32,3.99,3,-1454.58,6846.81,12711.28,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:4308.58;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
2026-07-03 16:02:05,6,S83+S87_D1_LAST_INVx9.5,S87_D1_LAST_INV,9.5,"(0, 461.407803, 425.07176, -1449.8427, 3.991379, -3)",461.41,425.07,3.991,3,-1449.84,0.19,55.01,9782,90,481.46,4.429,3,-1434.29,4025.21,6689.25,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:3811.78;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16
2026-07-03 16:02:05,6,S83+S87_D1_LAST_INVx9.5,S87_D1_LAST_INV,9.5,"(0, 461.407803, 425.07176, -1449.8427, 3.991379, -3)",461.41,425.07,3.991,3,-1449.84,0.19,55.01,9782,120,508.94,4.375,3,-1434.29,6835.61,8952.94,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:4024.58;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57
2026-07-03 16:02:05,6,S83+S87_D1_LAST_INVx9.5,S87_D1_LAST_INV,9.5,"(0, 461.407803, 425.07176, -1449.8427, 3.991379, -3)",461.41,425.07,3.991,3,-1449.84,0.19,55.01,9782,150,430.17,4.072,3,-1444.32,6835.61,10700.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:4100.96;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,6,S83+S87_D1_LAST_INVx9.5,S87_D1_LAST_INV,9.5,"(0, 461.407803, 425.07176, -1449.8427, 3.991379, -3)",461.41,425.07,3.991,3,-1449.84,0.19,55.01,9782,180,425.07,3.991,3,-1449.84,6835.61,12704.58,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:4263.69;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
2026-07-03 16:02:05,7,S83+S87_D1_LAST_INVx9.4,S87_D1_LAST_INV,9.4,"(0, 461.073807, 424.822422, -1445.1037, 3.992419, -3)",461.07,424.82,3.992,3,-1445.1,0.19,55.01,9782,90,481.01,4.429,3,-1429.55,4018.13,6685.85,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:3771.66;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16
2026-07-03 16:02:05,7,S83+S87_D1_LAST_INVx9.4,S87_D1_LAST_INV,9.4,"(0, 461.073807, 424.822422, -1445.1037, 3.992419, -3)",461.07,424.82,3.992,3,-1445.1,0.19,55.01,9782,120,508.58,4.377,3,-1429.55,6824.42,8947.74,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:3982.22;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57
2026-07-03 16:02:05,7,S83+S87_D1_LAST_INVx9.4,S87_D1_LAST_INV,9.4,"(0, 461.073807, 424.822422, -1445.1037, 3.992419, -3)",461.07,424.82,3.992,3,-1445.1,0.19,55.01,9782,150,429.88,4.073,3,-1439.58,6824.42,10694.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:4057.79;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,7,S83+S87_D1_LAST_INVx9.4,S87_D1_LAST_INV,9.4,"(0, 461.073807, 424.822422, -1445.1037, 3.992419, -3)",461.07,424.82,3.992,3,-1445.1,0.19,55.01,9782,180,424.82,3.992,3,-1445.1,6824.42,12697.88,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:4218.81;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
2026-07-03 16:02:05,8,S83+S87_D1_LAST_INVx9.3,S87_D1_LAST_INV,9.3,"(0, 460.739812, 424.573083, -1440.3647, 3.99346, -3)",460.74,424.57,3.993,3,-1440.36,0.19,55.01,9782,90,480.56,4.43,3,-1424.81,4011.04,6682.45,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:3731.53;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16
2026-07-03 16:02:05,8,S83+S87_D1_LAST_INVx9.3,S87_D1_LAST_INV,9.3,"(0, 460.739812, 424.573083, -1440.3647, 3.99346, -3)",460.74,424.57,3.993,3,-1440.36,0.19,55.01,9782,120,508.23,4.379,3,-1424.81,6813.22,8942.55,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:3939.85;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57
2026-07-03 16:02:05,8,S83+S87_D1_LAST_INVx9.3,S87_D1_LAST_INV,9.3,"(0, 460.739812, 424.573083, -1440.3647, 3.99346, -3)",460.74,424.57,3.993,3,-1440.36,0.19,55.01,9782,150,429.59,4.075,3,-1434.84,6813.22,10688.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:4014.62;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,8,S83+S87_D1_LAST_INVx9.3,S87_D1_LAST_INV,9.3,"(0, 460.739812, 424.573083, -1440.3647, 3.99346, -3)",460.74,424.57,3.993,3,-1440.36,0.19,55.01,9782,180,424.57,3.993,3,-1440.36,6813.22,12691.18,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:4173.93;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
2026-07-03 16:02:05,9,S83+S87_D1_LAST_INVx9.2,S87_D1_LAST_INV,9.2,"(0, 460.405817, 424.323744, -1435.6257, 3.994504, -3)",460.41,424.32,3.995,3,-1435.63,0.19,55.01,9782,90,480.12,4.43,3,-1420.08,4003.96,6679.05,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:3691.41;S87_MAIN:2688.03;S88_D1_INV_NO17:5959.16
2026-07-03 16:02:05,9,S83+S87_D1_LAST_INVx9.2,S87_D1_LAST_INV,9.2,"(0, 460.405817, 424.323744, -1435.6257, 3.994504, -3)",460.41,424.32,3.995,3,-1435.63,0.19,55.01,9782,120,507.88,4.381,3,-1420.08,6802.02,8937.34,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:3897.49;S87_MAIN:7840.97;S88_D1_INV_NO17:5257.57
2026-07-03 16:02:05,9,S83+S87_D1_LAST_INVx9.2,S87_D1_LAST_INV,9.2,"(0, 460.405817, 424.323744, -1435.6257, 3.994504, -3)",460.41,424.32,3.995,3,-1435.63,0.19,55.01,9782,150,429.3,4.076,3,-1430.11,6802.02,10682.83,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:3971.46;S87_MAIN:7685.63;S88_D1_INV_NO17:5698.84
2026-07-03 16:02:05,9,S83+S87_D1_LAST_INVx9.2,S87_D1_LAST_INV,9.2,"(0, 460.405817, 424.323744, -1435.6257, 3.994504, -3)",460.41,424.32,3.995,3,-1435.63,0.19,55.01,9782,180,424.32,3.995,3,-1435.63,6802.02,12684.48,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:4129.05;S87_MAIN:5749.80;S88_D1_INV_NO17:5946.03
