signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-19T19:15:00+07:00,2026-01-19T19:30:00+07:00,SELL,4670.08,4672.33,4604.53,SL,-2.45,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-02-20T17:00:00+07:00,2026-02-20T17:05:00+07:00,BUY,5024.84,5024.05,5049.25,SL,-0.99,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-02-20T17:35:00+07:00,2026-02-20T20:45:00+07:00,SELL,5037.08,5038.94,4968.34,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-02-23T17:50:00+07:00,2026-02-23T17:55:00+07:00,SELL,5159.98,5160.89,5134.14,SL,-1.11,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-02-24T17:20:00+07:00,2026-02-24T19:15:00+07:00,SELL,5180.46,5181.45,5151.28,TP,28.98,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-02-24T19:50:00+07:00,2026-02-24T20:35:00+07:00,BUY,5147.01,5145.64,5187.94,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-02-25T17:15:00+07:00,2026-02-25T17:20:00+07:00,BUY,5177.73,5176.7,5208.12,SL,-1.23,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-02-25T18:10:00+07:00,2026-02-25T18:15:00+07:00,BUY,5163.74,5162.44,5202.56,SL,-1.5,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-02-25T18:55:00+07:00,2026-02-25T19:05:00+07:00,SELL,5181.61,5183.06,5138.27,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-02-26T20:40:00+07:00,2026-02-26T21:00:00+07:00,BUY,5165.1,5163.78,5204.53,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-02T18:45:00+07:00,2026-03-02T18:55:00+07:00,BUY,5381.04,5374.73,5570.67,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-03T19:55:00+07:00,2026-03-03T21:30:00+07:00,SELL,5224.63,5227.91,5124.34,TP,100.09,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-05T17:00:00+07:00,2026-03-05T17:05:00+07:00,BUY,5150.25,5148.86,5197.07,SL,-1.59,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-05T17:50:00+07:00,2026-03-05T17:55:00+07:00,SELL,5166.24,5166.89,5145.43,SL,-0.85,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-06T18:50:00+07:00,2026-03-06T18:55:00+07:00,BUY,5078.56,5076.8,5130.3,SL,-1.96,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-06T20:00:00+07:00,2026-03-06T20:05:00+07:00,BUY,5075.99,5070.74,5229.98,SL,-5.45,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-09T17:30:00+07:00,2026-03-09T17:35:00+07:00,BUY,5093.22,5089.84,5195.27,SL,-3.58,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-09T19:20:00+07:00,2026-03-09T19:25:00+07:00,SELL,5104.51,5106.98,5024.87,SL,-2.67,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-09T20:20:00+07:00,2026-03-09T20:40:00+07:00,BUY,5087.14,5084.1,5178.34,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-10T17:25:00+07:00,2026-03-10T17:30:00+07:00,BUY,5173.94,5172.57,5209.9,SL,-1.57,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-10T18:05:00+07:00,2026-03-10T18:10:00+07:00,SELL,5190.61,5191.22,5172.55,SL,-0.81,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-10T19:00:00+07:00,2026-03-10T19:05:00+07:00,BUY,5167.73,5166.72,5197.82,SL,-1.21,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-10T19:40:00+07:00,2026-03-10T19:45:00+07:00,SELL,5185.46,5186.05,5166.45,SL,-0.79,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-10T20:00:00+07:00,2026-03-10T20:05:00+07:00,SELL,5195.63,5201.2,5029.83,SL,-5.77,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-11T17:40:00+07:00,2026-03-11T18:55:00+07:00,BUY,5179.18,5176.93,5236.96,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-11T19:55:00+07:00,2026-03-11T20:00:00+07:00,BUY,5167.4,5166.24,5203.88,SL,-1.36,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-11T20:45:00+07:00,2026-03-11T20:50:00+07:00,BUY,5159.97,5158.01,5217.73,SL,-2.16,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-12T19:05:00+07:00,2026-03-12T19:15:00+07:00,BUY,5169.55,5167.03,5234.21,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-13T17:30:00+07:00,2026-03-13T21:15:00+07:00,BUY,5082.83,5079.53,5175.95,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-16T19:25:00+07:00,2026-03-16T19:35:00+07:00,SELL,5022.85,5025.46,4941.49,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-17T19:15:00+07:00,2026-03-17T19:20:00+07:00,SELL,5012.99,5013.63,4994.03,SL,-0.84,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-19T17:20:00+07:00,2026-03-19T17:30:00+07:00,BUY,4679.53,4670.2,4964.41,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-20T19:00:00+07:00,2026-03-20T19:05:00+07:00,SELL,4679.56,4683.77,4547.86,SL,-4.41,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-24T17:55:00+07:00,2026-03-25T03:20:00+07:00,SELL,4438.65,4442.52,4320.29,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-26T20:20:00+07:00,2026-03-26T20:30:00+07:00,SELL,4450.53,4454.43,4337.18,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-27T17:40:00+07:00,2026-03-27T17:45:00+07:00,BUY,4415.97,4412.15,4529.4,SL,-4.02,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-27T18:00:00+07:00,2026-03-27T18:05:00+07:00,BUY,4409.57,4408.88,4436.25,SL,-0.89,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-03-27T19:45:00+07:00,2026-03-27T19:50:00+07:00,SELL,4439.68,4440.33,4420.42,SL,-0.85,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-03-30T19:15:00+07:00,2026-03-30T19:25:00+07:00,SELL,4544.6,4546.2,4496.12,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-01T18:40:00+07:00,2026-04-01T18:45:00+07:00,SELL,4734.88,4736.65,4682.84,SL,-1.97,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-01T19:05:00+07:00,2026-04-01T19:15:00+07:00,SELL,4739.67,4740.59,4712.59,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-01T19:25:00+07:00,2026-04-01T19:30:00+07:00,SELL,4745.35,4746.86,4692.12,SL,-1.71,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-01T20:20:00+07:00,2026-04-01T20:25:00+07:00,BUY,4732.63,4730.22,4805.8,SL,-2.61,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-06T19:55:00+07:00,2026-04-06T20:10:00+07:00,BUY,4678.03,4676.62,4718.3,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-07T17:40:00+07:00,2026-04-07T17:45:00+07:00,BUY,4667.23,4665.18,4730.49,SL,-2.25,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-07T18:45:00+07:00,2026-04-07T18:55:00+07:00,BUY,4650.48,4648.74,4702.55,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-07T20:45:00+07:00,2026-04-07T21:00:00+07:00,BUY,4648.72,4646.9,4700.4,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-08T20:00:00+07:00,2026-04-08T20:05:00+07:00,SELL,4803.92,4804.96,4772.92,SL,-1.24,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-09T18:45:00+07:00,2026-04-09T18:50:00+07:00,SELL,4744.29,4744.75,4724.53,SL,-0.66,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-10T19:55:00+07:00,2026-04-10T20:00:00+07:00,SELL,4768.47,4769.29,4740.05,SL,-1.02,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-13T17:25:00+07:00,2026-04-13T17:35:00+07:00,BUY,4715.12,4713.95,4750.96,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-13T19:00:00+07:00,2026-04-13T19:05:00+07:00,SELL,4725.06,4726.75,4678.54,SL,-1.89,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-14T17:30:00+07:00,2026-04-14T17:45:00+07:00,BUY,4774.31,4771.41,4862.54,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-15T19:50:00+07:00,2026-04-15T19:55:00+07:00,SELL,4814.12,4814.68,4794.77,SL,-0.76,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-17T17:00:00+07:00,2026-04-17T19:45:00+07:00,SELL,4799.15,4801.3,4736.92,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-17T20:20:00+07:00,2026-04-17T20:25:00+07:00,SELL,4812.17,4812.68,4789.97,SL,-0.71,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-21T19:40:00+07:00,2026-04-21T19:45:00+07:00,SELL,4793.14,4795.29,4729.04,SL,-2.35,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-23T17:00:00+07:00,2026-04-23T17:05:00+07:00,BUY,4696.85,4694.88,4758.64,SL,-2.17,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-23T19:40:00+07:00,2026-04-23T19:45:00+07:00,SELL,4705.44,4706.36,4677.43,SL,-1.12,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-24T17:25:00+07:00,2026-04-24T17:30:00+07:00,BUY,4683.3,4681.98,4723.97,SL,-1.52,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-27T17:25:00+07:00,2026-04-27T17:30:00+07:00,BUY,4702.28,4701.31,4732.1,SL,-1.17,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-28T17:20:00+07:00,2026-04-28T17:25:00+07:00,BUY,4616.19,4613.18,4705.24,SL,-3.21,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-28T17:30:00+07:00,2026-04-28T17:35:00+07:00,BUY,4611.87,4610.53,4652.52,SL,-1.54,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-28T17:55:00+07:00,2026-04-28T18:55:00+07:00,BUY,4604.92,4604.28,4624.5,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-04-29T17:15:00+07:00,2026-04-29T21:25:00+07:00,SELL,4579.52,4581.01,4534.98,TP,44.34,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-04-30T18:20:00+07:00,2026-04-30T18:25:00+07:00,SELL,4634.31,4635.92,4584.6,SL,-1.81,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-05T18:25:00+07:00,2026-05-05T18:40:00+07:00,BUY,4547.9,4546.57,4587.63,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-05T19:40:00+07:00,2026-05-05T20:05:00+07:00,SELL,4563.37,4565.11,4511.61,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-06T18:30:00+07:00,2026-05-06T18:40:00+07:00,SELL,4709.89,4712.5,4617.33,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-06T19:40:00+07:00,2026-05-06T19:45:00+07:00,BUY,4699.61,4697.45,4765.25,SL,-2.36,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-06T19:55:00+07:00,2026-05-06T20:00:00+07:00,BUY,4692.11,4690.31,4747.23,SL,-2.0,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-07T19:55:00+07:00,2026-05-07T20:00:00+07:00,SELL,4742.78,4744.0,4705.12,SL,-1.42,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-07T20:40:00+07:00,2026-05-07T20:45:00+07:00,SELL,4751.24,4752.21,4721.11,SL,-1.17,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-08T18:35:00+07:00,2026-05-08T19:05:00+07:00,SELL,4727.07,4728.09,4696.05,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-08T20:00:00+07:00,2026-05-08T20:05:00+07:00,BUY,4713.33,4712.56,4735.89,SL,-0.97,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-08T20:50:00+07:00,2026-05-08T20:55:00+07:00,SELL,4730.89,4731.89,4703.89,SL,-1.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-11T19:35:00+07:00,2026-05-11T19:40:00+07:00,SELL,4675.31,4676.28,4645.18,SL,-1.17,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-11T20:55:00+07:00,2026-05-11T21:00:00+07:00,SELL,4700.0,4701.52,4654.55,SL,-1.72,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-12T18:05:00+07:00,2026-05-12T18:35:00+07:00,SELL,4707.83,4708.52,4686.43,TP,21.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-12T19:35:00+07:00,2026-05-12T19:40:00+07:00,SELL,4704.44,4705.15,4683.69,SL,-0.91,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-13T19:35:00+07:00,2026-05-13T19:45:00+07:00,SELL,4704.9,4705.56,4682.54,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-13T20:10:00+07:00,2026-05-13T20:15:00+07:00,BUY,4693.88,4693.41,4712.08,SL,-0.67,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-14T19:50:00+07:00,2026-05-14T19:55:00+07:00,SELL,4704.09,4704.73,4683.58,SL,-0.84,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-14T20:20:00+07:00,2026-05-14T20:30:00+07:00,SELL,4705.6,4707.97,4633.95,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-15T17:10:00+07:00,2026-05-15T17:15:00+07:00,BUY,4547.24,4545.54,4599.04,SL,-1.9,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-15T17:45:00+07:00,2026-05-15T17:50:00+07:00,BUY,4537.89,4537.16,4562.36,SL,-0.93,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-15T18:50:00+07:00,2026-05-15T19:00:00+07:00,SELL,4568.77,4573.13,4438.46,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-18T20:40:00+07:00,2026-05-18T20:45:00+07:00,SELL,4569.62,4570.48,4545.91,SL,-1.06,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-19T19:55:00+07:00,2026-05-19T20:00:00+07:00,BUY,4530.45,4529.51,4568.08,SL,-1.14,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-20T17:25:00+07:00,2026-05-20T22:10:00+07:00,BUY,4474.19,4472.36,4528.66,BE,-0.2,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-21T17:15:00+07:00,2026-05-21T17:20:00+07:00,SELL,4540.6,4541.55,4513.55,SL,-1.15,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-21T20:20:00+07:00,2026-05-21T20:25:00+07:00,BUY,4506.72,4505.83,4532.27,SL,-1.09,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-21T20:55:00+07:00,2026-05-21T21:00:00+07:00,BUY,4504.13,4502.12,4564.95,SL,-2.21,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-26T18:10:00+07:00,2026-05-26T18:15:00+07:00,SELL,4529.45,4532.51,4439.52,SL,-3.26,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-26T19:20:00+07:00,2026-05-26T19:25:00+07:00,BUY,4525.74,4525.05,4555.84,SL,-0.89,S257 BUY Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=SELL
2026-05-28T17:20:00+07:00,2026-05-28T17:35:00+07:00,SELL,4395.36,4399.39,4275.92,BE,-0.2,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-28T20:35:00+07:00,2026-05-28T20:40:00+07:00,SELL,4398.81,4402.78,4279.0,SL,-4.17,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
2026-05-29T17:05:00+07:00,2026-05-29T17:10:00+07:00,SELL,4523.79,4524.47,4505.49,SL,-0.88,S257 SELL Kalman-Innovation Overshoot Fade 30.1R,Fade fresh adaptive fair-value overshoot; original=BUY
