timestamp,label,setup_type,trades,wr,total_pnl,avg_per_day_span,avg_per_day_active,trades_per_active_day,n_days_with_trades,span_days,days_hit_1000,max_dd_usd,max_dd_pct,lot_min,lot_max,risk_pct,final_equity,max_consec_loss,avg_r_multiple,profit_factor,ema_fast,ema_trend,pullback_touch_atr,momentum_body_atr,pullback_max_atr,range_lookback,range_edge_pct,sl_atr_mult,tp_rr
2026-06-26 20:37:00,grid088_range_lb10_edge0.25_sl0.3,range_scalp,4634,50.1,-1622.69,-54.09,-49.17,140.4,33,30,0,1667.73,163.03,0.01,0.1,1.0,-622.69,13,-1.225,0.84,8,50,0.15,0.8,0.35,10,0.25,0.3,1.0
2026-06-26 20:37:02,grid089_range_lb10_edge0.25_sl0.5,range_scalp,4631,50.4,-1376.57,-45.89,-41.71,140.3,33,30,0,1425.77,138.56,0.01,0.1,1.0,-376.57,11,-0.114,0.88,8,50,0.15,0.8,0.35,10,0.25,0.5,1.0
2026-06-26 20:37:04,grid090_range_lb10_edge0.25_sl0.8,range_scalp,4626,50.6,-1397.64,-46.59,-42.35,140.2,33,30,0,1520.71,148.43,0.01,0.07,1.0,-397.64,16,0.227,0.89,8,50,0.15,0.8,0.35,10,0.25,0.8,1.0
2026-06-26 20:37:06,grid091_range_lb20_edge0.1_sl0.3,range_scalp,2429,51.9,-708.95,-23.63,-21.48,73.6,33,30,0,846.35,82.3,0.01,0.14,1.0,291.05,14,-0.043,0.89,8,50,0.15,0.8,0.35,20,0.1,0.3,1.0
2026-06-26 20:37:09,grid092_range_lb20_edge0.1_sl0.5,range_scalp,2428,52.6,-375.36,-12.51,-11.37,73.6,33,30,0,740.2,64.61,0.01,0.13,1.0,624.64,15,-0.014,0.96,8,50,0.15,0.8,0.35,20,0.1,0.5,1.0
2026-06-26 20:37:11,grid093_range_lb20_edge0.1_sl0.8,range_scalp,2427,51.8,-455.14,-15.17,-13.79,73.5,33,30,0,743.04,69.8,0.01,0.09,1.0,544.86,11,-0.019,0.95,8,50,0.15,0.8,0.35,20,0.1,0.8,1.0
2026-06-26 20:37:13,grid094_range_lb20_edge0.15_sl0.3,range_scalp,3059,51.7,-848.05,-28.27,-25.7,92.7,33,30,0,978.15,94.36,0.01,0.12,1.0,151.95,18,-0.043,0.89,8,50,0.15,0.8,0.35,20,0.15,0.3,1.0
2026-06-26 20:37:15,grid095_range_lb20_edge0.15_sl0.5,range_scalp,3058,52.6,-496.11,-16.54,-15.03,92.7,33,30,0,766.52,67.23,0.01,0.12,1.0,503.89,14,-0.017,0.96,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:37:17,grid096_range_lb20_edge0.15_sl0.8,range_scalp,3055,52.1,-411.73,-13.72,-12.48,92.6,33,30,0,740.15,64.79,0.01,0.09,1.0,588.27,13,-0.012,0.97,8,50,0.15,0.8,0.35,20,0.15,0.8,1.0
2026-06-26 20:37:19,grid097_range_lb20_edge0.25_sl0.3,range_scalp,4189,50.8,-1348.67,-44.96,-40.87,126.9,33,30,0,1469.87,139.08,0.01,0.09,1.0,-348.67,23,-0.11,0.86,8,50,0.15,0.8,0.35,20,0.25,0.3,1.0
2026-06-26 20:37:21,grid098_range_lb20_edge0.25_sl0.5,range_scalp,4186,51.3,-1031.87,-34.4,-31.27,126.8,33,30,0,1189.35,112.27,0.01,0.1,1.0,-31.87,13,0.049,0.91,8,50,0.15,0.8,0.35,20,0.25,0.5,1.0
2026-06-26 20:37:23,grid099_range_lb20_edge0.25_sl0.8,range_scalp,4180,50.9,-1254.13,-41.8,-38.0,126.7,33,30,0,1482.45,140.98,0.01,0.07,1.0,-254.13,16,0.11,0.91,8,50,0.15,0.8,0.35,20,0.25,0.8,1.0
2026-06-26 20:37:26,grid100_range_lb30_edge0.1_sl0.3,range_scalp,2176,51.3,-699.75,-23.32,-21.2,65.9,33,30,0,849.56,81.96,0.01,0.17,1.0,300.25,15,-0.048,0.9,8,50,0.15,0.8,0.35,30,0.1,0.3,1.0
2026-06-26 20:37:28,grid101_range_lb30_edge0.1_sl0.5,range_scalp,2175,52.2,-366.01,-12.2,-11.09,65.9,33,30,0,823.36,66.08,0.01,0.16,1.0,633.99,12,-0.016,0.96,8,50,0.15,0.8,0.35,30,0.1,0.5,1.0
2026-06-26 20:37:30,grid102_range_lb30_edge0.1_sl0.8,range_scalp,2174,51.6,-378.8,-12.63,-11.48,65.9,33,30,0,883.75,70.55,0.01,0.1,1.0,621.2,13,-0.016,0.96,8,50,0.15,0.8,0.35,30,0.1,0.8,1.0
2026-06-26 20:37:32,grid103_range_lb30_edge0.15_sl0.3,range_scalp,2772,50.8,-916.16,-30.54,-27.76,84.0,33,30,0,1049.11,100.46,0.01,0.16,1.0,83.84,19,-0.054,0.89,8,50,0.15,0.8,0.35,30,0.15,0.3,1.0
2026-06-26 20:37:35,grid104_range_lb30_edge0.15_sl0.5,range_scalp,2771,51.7,-470.39,-15.68,-14.25,84.0,33,30,0,957.03,71.32,0.01,0.17,1.0,529.61,13,-0.017,0.96,8,50,0.15,0.8,0.35,30,0.15,0.5,1.0
2026-06-26 20:37:37,grid105_range_lb30_edge0.15_sl0.8,range_scalp,2768,51.2,-519.81,-17.33,-15.75,83.9,33,30,0,1083.26,78.38,0.01,0.11,1.0,480.19,15,-0.02,0.96,8,50,0.15,0.8,0.35,30,0.15,0.8,1.0
2026-06-26 20:37:39,grid106_range_lb30_edge0.25_sl0.3,range_scalp,3928,50.0,-1462.24,-48.74,-43.01,115.5,34,30,0,1555.18,147.37,0.01,0.15,1.0,-462.24,25,-1.7,0.87,8,50,0.15,0.8,0.35,30,0.25,0.3,1.0
2026-06-26 20:37:41,grid107_range_lb30_edge0.25_sl0.5,range_scalp,3924,50.7,-1090.8,-36.36,-32.08,115.4,34,30,0,1403.46,113.79,0.01,0.15,1.0,-90.8,15,-0.572,0.92,8,50,0.15,0.8,0.35,30,0.25,0.5,1.0
2026-06-26 20:37:43,grid108_range_lb30_edge0.25_sl0.8,range_scalp,3916,50.2,-1313.9,-43.8,-38.64,115.2,34,30,0,1634.88,135.86,0.01,0.08,1.0,-313.9,20,-0.01,0.91,8,50,0.15,0.8,0.35,30,0.25,0.8,1.0
2026-06-26 20:39:28,locked_baseline,range_scalp,3060,52.6,-482.35,-16.08,-14.62,92.7,33,30,0,766.52,67.23,0.01,0.12,1.0,517.65,14,-0.016,0.96,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:39:33,edgeA_atrregime1.0,range_scalp,1490,50.9,-458.31,-15.28,-13.89,45.2,33,30,0,703.41,59.18,0.01,0.15,1.0,541.69,14,-0.036,0.93,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:39:39,edgeA_atrregime1.2,range_scalp,323,49.2,-177.69,-5.92,-5.55,10.1,32,30,0,332.82,30.06,0.01,0.06,1.0,822.31,8,-0.055,0.89,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:39:41,edgeB_session_ny,range_scalp,1395,51.5,-195.7,-6.52,-5.93,42.3,33,30,0,704.95,55.47,0.01,0.11,1.0,804.3,9,-0.01,0.97,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:39:43,edgeB_session_london,range_scalp,1329,53.3,-149.37,-4.98,-4.67,41.5,32,30,0,866.23,55.05,0.01,0.14,1.0,850.63,13,-0.007,0.98,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:39:58,combo_london_atrregime,range_scalp,450,53.6,42.06,1.4,1.31,14.1,32,30,0,510.78,34.69,0.01,0.14,1.0,1042.06,13,0.014,1.02,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:40:01,combo_london_edge01_sl08,range_scalp,1045,52.0,-294.99,-9.83,-9.22,32.7,32,30,0,543.63,48.08,0.01,0.09,1.0,705.01,11,-0.028,0.94,8,50,0.15,0.8,0.35,20,0.1,0.8,1.0
2026-06-26 20:40:05,london_60d_check,range_scalp,2621,52.5,-539.3,-8.99,-8.43,41.0,64,60,0,1119.79,75.78,0.01,0.16,1.0,460.7,13,-0.024,0.95,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:40:20,combo_london_atrregime_60d,range_scalp,924,52.1,-140.49,-2.34,-2.2,14.4,64,60,0,495.07,41.16,0.01,0.11,1.0,859.51,13,-0.011,0.97,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:41:03,leverage_test_risk0.5,range_scalp,3060,52.6,-338.75,-11.29,-10.27,92.7,33,30,0,587.49,54.22,0.01,0.06,0.5,661.25,14,-0.022,0.95,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:41:07,leverage_test_risk1.0,range_scalp,3060,52.6,-482.35,-16.08,-14.62,92.7,33,30,0,766.52,67.23,0.01,0.12,1.0,517.65,14,-0.016,0.96,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:41:10,leverage_test_risk2.0,range_scalp,3060,52.6,-761.89,-25.4,-23.09,92.7,33,30,0,1047.54,90.5,0.01,0.17,2.0,238.11,14,-0.011,0.95,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
2026-06-26 20:41:14,leverage_test_risk5.0,range_scalp,3060,52.6,-1042.49,-34.75,-31.59,92.7,33,30,0,1416.13,117.97,0.01,0.23,5.0,-42.49,14,0.295,0.92,8,50,0.15,0.8,0.35,20,0.15,0.5,1.0
