timestamp,label,entry_tf,level_mode,cover_mode,trend,pivot,level_lookback,min_body,max_body,body_ratio,first_wave,sl,rr,trades,wr,fixed_pnl,fixed_per_day,fixed_per_month,fixed_pf,fixed_avg,pct_pos_days,max_losing_day_streak,sharpe_like
2026-07-02 16:58:49,M5_sweep_or_round_body_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr1.2,M5,sweep_or_round,body,12,8,60,0.1,1.8,0.45,12,0.6,1.2,252,49.6,389.59,4.33,129.86,1.215,1.546,50.5,4,0.129
2026-07-02 16:58:49,M5_sweep_or_round_body_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr1.2,M5,sweep_or_round,body,12,8,60,0.18,1.8,0.45,12,0.6,1.2,252,49.6,389.59,4.33,129.86,1.215,1.546,50.5,4,0.129
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr8_pv8_lv60_mb0.1_xb1.8_br0.3_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,8,8,60,0.1,1.8,0.3,12,0.6,0.9,221,57.9,305.69,3.4,101.9,1.214,1.383,54.0,3,0.149
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr8_pv8_lv60_mb0.18_xb1.8_br0.3_fw12_sl0.6_rr0.9,M5,sweep_or_round,wick,8,8,60,0.18,1.8,0.3,12,0.6,0.9,221,57.9,305.69,3.4,101.9,1.214,1.383,54.0,3,0.149
2026-07-02 16:58:49,M15_near_body_tr8_pv8_lv60_mb0.1_xb1.8_br0.3_fw12_sl0.35_rr1.2,M15,near,body,8,8,60,0.1,1.8,0.3,12,0.35,1.2,28,50.0,43.51,0.48,14.5,1.214,1.554,54.5,3,0.102
2026-07-02 16:58:49,M15_near_body_tr8_pv8_lv60_mb0.18_xb1.8_br0.3_fw12_sl0.35_rr1.2,M15,near,body,8,8,60,0.18,1.8,0.3,12,0.35,1.2,28,50.0,43.51,0.48,14.5,1.214,1.554,54.5,3,0.102
2026-07-02 16:58:49,M15_sweep_or_round_body_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,sweep_or_round,body,12,8,60,0.1,1.8,0.45,12,0.35,0.9,115,57.4,183.32,2.04,61.11,1.211,1.594,50.0,5,0.098
2026-07-02 16:58:49,M15_sweep_or_round_body_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.35_rr0.9,M15,sweep_or_round,body,12,8,60,0.18,1.8,0.45,12,0.35,0.9,115,57.4,183.32,2.04,61.11,1.211,1.594,50.0,5,0.098
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr12_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr1.2,M5,sweep_or_round,wick,12,8,60,0.1,1.8,0.45,12,0.6,1.2,210,51.9,330.41,3.67,110.14,1.205,1.573,52.8,7,0.128
2026-07-02 16:58:49,M5_sweep_or_round_wick_tr12_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr1.2,M5,sweep_or_round,wick,12,8,60,0.18,1.8,0.45,12,0.6,1.2,210,51.9,330.41,3.67,110.14,1.205,1.573,52.8,7,0.128
2026-07-02 16:58:49,M5_sweep_or_round_body_tr8_pv8_lv60_mb0.1_xb1.8_br0.45_fw12_sl0.6_rr1.2,M5,sweep_or_round,body,8,8,60,0.1,1.8,0.45,12,0.6,1.2,241,49.0,353.83,3.93,117.94,1.201,1.468,51.7,4,0.119
2026-07-02 16:58:49,M5_sweep_or_round_body_tr8_pv8_lv60_mb0.18_xb1.8_br0.45_fw12_sl0.6_rr1.2,M5,sweep_or_round,body,8,8,60,0.18,1.8,0.45,12,0.6,1.2,241,49.0,353.83,3.93,117.94,1.201,1.468,51.7,4,0.119
2026-07-02 16:58:49,M5_sweep_or_round_body_tr12_pv8_lv60_mb0.18_xb1.8_br0.3_fw12_sl0.35_rr0.9,M5,sweep_or_round,body,12,8,60,0.18,1.8,0.3,12,0.35,0.9,292,56.8,282.4,3.14,94.13,1.191,0.967,58.7,5,0.132
