idx,tf,n_dir,dir_sum,dir_pf,n_inv,inv_sum,inv_pf,cfg_str
450,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1
451,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1.3
452,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.35_rr1
453,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.35_rr1.3
454,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1
455,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1.3
456,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.2_rr1
457,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.2_rr1.3
458,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1
459,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1.3
460,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.35_rr1
461,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_old_sl0.35_rr1.3
462,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1
463,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1.3
464,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_old_sl0.2_rr1
465,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_old_sl0.2_rr1.3
466,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.2_rr1
467,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.2_rr1.3
468,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_old_sl0.35_rr1
469,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_old_sl0.35_rr1.3
470,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.35_rr1
471,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_swing_rr_sl0.35_rr1.3
472,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_old_sl0.2_rr1
473,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_old_sl0.2_rr1.3
474,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.2_rr1
475,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.2_rr1.3
476,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_old_sl0.35_rr1
477,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_old_sl0.35_rr1.3
478,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.35_rr1
479,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm1_zone_rr_sl0.35_rr1.3
480,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.2_rr1
481,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.2_rr1.3
482,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1
483,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1.3
484,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.35_rr1
485,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_old_sl0.35_rr1.3
486,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1
487,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1.3
488,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.2_rr1
489,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.2_rr1.3
490,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1
491,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1.3
492,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.35_rr1
493,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_old_sl0.35_rr1.3
494,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1
495,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1.3
496,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_old_sl0.2_rr1
497,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_old_sl0.2_rr1.3
498,M15,512,87.98,0.0,512,19.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.2_rr1
499,M15,512,476.05,0.0,512,326.94,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.2_rr1.3
500,M15,509,-399.62,0.0,509,212.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_old_sl0.35_rr1
501,M15,509,-287.58,0.0,509,154.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_old_sl0.35_rr1.3
502,M15,509,549.63,0.0,509,-169.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.35_rr1
503,M15,509,517.84,0.0,509,-690.89,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_swing_rr_sl0.35_rr1.3
504,M15,516,-116.33,0.0,516,-70.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_old_sl0.2_rr1
505,M15,516,-399.64,0.0,516,28.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_old_sl0.2_rr1.3
506,M15,516,-306.93,0.0,516,-0.18,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.2_rr1
507,M15,516,-356.08,0.0,516,276.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.2_rr1.3
508,M15,516,-440.83,0.0,516,-22.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_old_sl0.35_rr1
509,M15,516,-573.53,0.0,516,68.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_old_sl0.35_rr1.3
510,M15,516,-270.41,0.0,516,-15.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.35_rr1
511,M15,516,-361.77,0.0,516,269.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl16_tm1_zone_rr_sl0.35_rr1.3
512,M15,344,156.79,0.0,344,-242.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.2_rr1
513,M15,344,334.56,0.0,344,-112.13,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.2_rr1.3
514,M15,344,712.61,0.0,344,-204.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1
515,M15,344,777.46,0.0,344,202.33,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1.3
516,M15,342,301.19,0.0,342,-300.99,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.35_rr1
517,M15,342,496.9,0.0,342,-136.4,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_old_sl0.35_rr1.3
518,M15,342,1023.09,0.0,342,-329.04,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1
519,M15,342,1236.82,0.0,342,-731.17,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1.3
520,M15,346,570.49,0.0,346,-403.17,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.2_rr1
521,M15,346,437.99,0.0,346,-367.25,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.2_rr1.3
522,M15,346,387.35,0.0,346,-159.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1
523,M15,346,751.97,0.0,346,127.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1.3
524,M15,346,363.92,0.0,346,-461.49,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.35_rr1
525,M15,346,354.39,0.0,346,-455.47,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_old_sl0.35_rr1.3
526,M15,346,406.07,0.0,346,-24.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1
527,M15,346,556.05,0.0,346,161.2,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1.3
528,M15,249,281.93,0.0,249,-39.26,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_old_sl0.2_rr1
529,M15,249,352.56,0.0,249,-164.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_old_sl0.2_rr1.3
530,M15,249,-212.05,0.0,249,-246.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.2_rr1
531,M15,249,535.53,0.0,249,-423.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.2_rr1.3
532,M15,247,386.54,0.0,247,-192.71,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_old_sl0.35_rr1
533,M15,247,472.19,0.0,247,-290.13,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_old_sl0.35_rr1.3
534,M15,247,-103.63,0.0,247,-440.2,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.35_rr1
535,M15,247,764.03,0.0,247,-362.86,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_swing_rr_sl0.35_rr1.3
536,M15,250,599.08,0.0,250,-52.01,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_old_sl0.2_rr1
537,M15,250,476.75,0.0,250,36.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_old_sl0.2_rr1.3
538,M15,250,550.0,0.0,250,-130.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.2_rr1
539,M15,250,692.75,0.0,250,139.49,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.2_rr1.3
540,M15,250,462.71,0.0,250,66.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_old_sl0.35_rr1
541,M15,250,409.65,0.0,250,89.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_old_sl0.35_rr1.3
542,M15,250,441.47,0.0,250,-65.92,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.35_rr1
543,M15,250,727.57,0.0,250,72.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl12_tm1_zone_rr_sl0.35_rr1.3
544,M15,315,263.08,0.0,315,24.16,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.2_rr1
545,M15,315,292.48,0.0,315,-59.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.2_rr1.3
546,M15,315,1116.57,0.0,315,2.28,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1
547,M15,315,1017.61,0.0,315,-166.14,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1.3
548,M15,313,486.49,0.0,313,-284.35,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.35_rr1
549,M15,313,536.61,0.0,313,-371.57,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_old_sl0.35_rr1.3
550,M15,313,1411.7,0.0,313,-367.57,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1
551,M15,313,1470.88,0.0,313,-469.83,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1.3
552,M15,318,488.73,0.0,318,-241.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.2_rr1
553,M15,318,362.64,0.0,318,-59.75,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.2_rr1.3
554,M15,318,690.84,0.0,318,-117.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1
555,M15,318,599.27,0.0,318,-262.04,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1.3
556,M15,318,404.42,0.0,318,-148.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.35_rr1
557,M15,318,299.8,0.0,318,4.82,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.35_rr1.3
558,M15,318,739.65,0.0,318,-101.45,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1
559,M15,318,628.85,0.0,318,-286.41,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1.3
560,M15,231,374.46,0.0,231,-18.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_old_sl0.2_rr1
561,M15,231,382.48,0.0,231,-79.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_old_sl0.2_rr1.3
562,M15,231,933.0,0.0,231,-250.44,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.2_rr1
563,M15,231,766.52,0.0,231,-550.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.2_rr1.3
564,M15,229,492.32,0.0,229,-106.37,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_old_sl0.35_rr1
565,M15,229,502.21,0.0,229,-186.09,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_old_sl0.35_rr1.3
566,M15,229,180.47,0.0,229,-377.67,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.35_rr1
567,M15,229,135.9,0.0,229,-808.31,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.35_rr1.3
568,M15,233,482.77,0.0,233,-163.75,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_old_sl0.2_rr1
569,M15,233,68.08,0.0,233,-155.4,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_old_sl0.2_rr1.3
570,M15,233,513.03,0.0,233,-39.87,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.2_rr1
571,M15,233,713.35,0.0,233,-240.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.2_rr1.3
572,M15,233,423.2,0.0,233,-199.11,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_old_sl0.35_rr1
573,M15,233,3.6,0.0,233,-112.25,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_old_sl0.35_rr1.3
574,M15,233,595.54,0.0,233,-57.91,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.35_rr1
575,M15,233,761.47,0.0,233,-257.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.35_rr1.3
576,M15,596,-16.57,0.0,596,11.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.2_rr1
577,M15,596,132.73,0.0,596,90.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.2_rr1.3
578,M15,596,638.58,0.0,596,-240.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1
579,M15,596,1008.37,0.0,596,-137.63,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1.3
580,M15,593,-17.69,0.0,593,-277.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.35_rr1
581,M15,593,134.68,0.0,593,-208.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.35_rr1.3
582,M15,593,1242.81,0.0,593,-307.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1
583,M15,593,1276.55,0.0,593,-427.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1.3
584,M15,601,122.61,0.0,601,-134.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.2_rr1
585,M15,601,205.81,0.0,601,-89.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.2_rr1.3
586,M15,601,85.02,0.0,601,-229.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1
587,M15,601,297.75,0.0,601,-211.43,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1.3
588,M15,601,-51.52,0.0,601,-68.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.35_rr1
589,M15,601,26.64,0.0,601,-24.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.35_rr1.3
590,M15,601,199.29,0.0,601,-163.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1
591,M15,601,433.41,0.0,601,-232.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1.3
592,M15,596,-16.57,0.0,596,11.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_old_sl0.2_rr1
593,M15,596,132.73,0.0,596,90.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_old_sl0.2_rr1.3
594,M15,596,638.58,0.0,596,-240.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.2_rr1
595,M15,596,1008.37,0.0,596,-137.63,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.2_rr1.3
596,M15,593,-17.69,0.0,593,-277.38,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_old_sl0.35_rr1
597,M15,593,134.68,0.0,593,-208.55,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_old_sl0.35_rr1.3
598,M15,593,1242.81,0.0,593,-307.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.35_rr1
599,M15,593,1276.55,0.0,593,-427.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.12_body0.08_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.35_rr1.3
