label,days,date,total,S87_MAIN,S87_D1_LAST_INV,S87_D1_REV,S87_H12_TURN,S88_D1_INV_NO17,S88_D1_INV_RISK10,S88_D1_INV_RATR12,demo_allin_total
S83+S87_D1_LAST_INVx9.6,90,2026-03-09,-1439.0317,0.0,-454.944,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.6,120,2026-03-09,-1439.0317,0.0,-454.944,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.6,150,2026-03-09,-1449.0617,0.0,-454.944,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx9.6,180,2026-03-09,-1454.5817,0.0,-454.944,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx9.5,90,2026-03-09,-1434.2927,0.0,-450.205,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.5,120,2026-03-09,-1434.2927,0.0,-450.205,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.5,150,2026-03-09,-1444.3227,0.0,-450.205,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx9.5,180,2026-03-09,-1449.8427,0.0,-450.205,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx9.4,90,2026-03-09,-1429.5537,0.0,-445.466,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.4,120,2026-03-09,-1429.5537,0.0,-445.466,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.4,150,2026-03-09,-1439.5837,0.0,-445.466,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx9.4,180,2026-03-09,-1445.1037,0.0,-445.466,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx9.3,90,2026-03-09,-1424.8147,0.0,-440.727,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.3,120,2026-03-09,-1424.8147,0.0,-440.727,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.3,150,2026-03-09,-1434.8447,0.0,-440.727,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx9.3,180,2026-03-09,-1440.3647,0.0,-440.727,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx9.2,90,2026-03-09,-1420.0757,0.0,-435.988,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.2,120,2026-03-09,-1420.0757,0.0,-435.988,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.2,150,2026-03-09,-1430.1057,0.0,-435.988,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx9.2,180,2026-03-09,-1435.6257,0.0,-435.988,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx9.1,90,2026-03-09,-1415.3367,0.0,-431.249,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.1,120,2026-03-09,-1415.3367,0.0,-431.249,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9.1,150,2026-03-09,-1425.3667,0.0,-431.249,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx9.1,180,2026-03-09,-1430.8867,0.0,-431.249,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx9,90,2026-03-09,-1410.5977,0.0,-426.51,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9,120,2026-03-09,-1410.5977,0.0,-426.51,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx9,150,2026-03-09,-1420.6277,0.0,-426.51,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx9,180,2026-03-09,-1426.1477,0.0,-426.51,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.9,90,2026-03-09,-1405.8587,0.0,-421.771,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.9,120,2026-03-09,-1405.8587,0.0,-421.771,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.9,150,2026-03-09,-1415.8887,0.0,-421.771,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.9,180,2026-03-09,-1421.4087,0.0,-421.771,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.8,90,2026-03-09,-1401.1197,0.0,-417.032,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.8,120,2026-03-09,-1401.1197,0.0,-417.032,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.8,150,2026-03-09,-1411.1497,0.0,-417.032,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.8,180,2026-03-09,-1416.6697,0.0,-417.032,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.7,90,2026-03-09,-1396.3807,0.0,-412.293,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.7,120,2026-03-09,-1396.3807,0.0,-412.293,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.7,150,2026-03-09,-1406.4107,0.0,-412.293,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.7,180,2026-03-09,-1411.9307,0.0,-412.293,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.6,90,2026-03-09,-1391.6417,0.0,-407.554,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.6,120,2026-03-09,-1391.6417,0.0,-407.554,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.6,150,2026-03-09,-1401.6717,0.0,-407.554,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.6,180,2026-03-09,-1407.1917,0.0,-407.554,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.5,90,2026-03-09,-1386.9027,0.0,-402.815,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.5,120,2026-03-09,-1386.9027,0.0,-402.815,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.5,150,2026-03-09,-1396.9327,0.0,-402.815,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.5,180,2026-03-09,-1402.4527,0.0,-402.815,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.4,90,2026-03-09,-1382.1637,0.0,-398.076,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.4,120,2026-03-09,-1382.1637,0.0,-398.076,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.4,150,2026-03-09,-1392.1937,0.0,-398.076,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.4,180,2026-03-09,-1397.7137,0.0,-398.076,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.3,90,2026-03-09,-1377.4247,0.0,-393.337,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.3,120,2026-03-09,-1377.4247,0.0,-393.337,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.3,150,2026-03-09,-1387.4547,0.0,-393.337,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.3,180,2026-03-09,-1392.9747,0.0,-393.337,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.2,90,2026-03-09,-1372.6857,0.0,-388.598,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.2,120,2026-03-09,-1372.6857,0.0,-388.598,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.2,150,2026-03-09,-1382.7157,0.0,-388.598,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.2,180,2026-03-09,-1388.2357,0.0,-388.598,0.0,0.0,-683.8377,0.0,0.0,-315.8
S83+S87_D1_LAST_INVx8.1,90,2026-03-09,-1367.9467,0.0,-383.859,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.1,120,2026-03-09,-1367.9467,0.0,-383.859,0.0,0.0,-683.8377,0.0,0.0,-300.25
S83+S87_D1_LAST_INVx8.1,150,2026-03-09,-1377.9767,0.0,-383.859,0.0,0.0,-683.8377,0.0,0.0,-310.28
S83+S87_D1_LAST_INVx8.1,180,2026-03-09,-1383.4967,0.0,-383.859,0.0,0.0,-683.8377,0.0,0.0,-315.8
