Time,Ticket,Type,Volume,Price,S / L,T / P,Profit
2026-09-07 16:02,582270497,SELL,0.01,4411.62,4416.35,4390.15,-4.67
2026-09-07 14:24,582294409,SELL,0.01,4395.89,4400.95,4378.72,-5.05
2026-09-07 17:29,582376909,BUY,0.01,4406.74,4403.67,4417.63,-3.05
2026-09-07 18:27,582396567,BUY,0.01,4397.99,4394.69,4409.66,-3.29
2026-09-07 20:40,582448705,SELL,0.01,4396.99,4400.38,4386.39,-3.36
2026-09-07 22:13,582496535,SELL,0.01,4408.68,4412.54,4396.37,-3.84
2026-09-08 01:30,582551637,BUY,0.01,4411.94,4410.38,4416.99,-1.48
2026-09-08 17:50,582796998,SELL,0.01,4403.76,4408.89,4382.82,-5.13
2026-09-09 00:50,583059756,SELL,0.01,4396.49,4401.95,4370.99,-5.19
2026-09-09 14:04,583072166,SELL,0.01,4403.75,4409.26,4382.23,-5.45
2026-09-09 13:17,583235626,SELL,0.01,4387.94,4391.57,4375.47,-3.6
2026-09-09 13:48,583246662,SELL,0.01,4395.74,4400.23,4377.33,-4.47
2026-09-09 17:11,583321426,BUY,0.01,4398.98,4391.27,4421.36,-7.66
2026-09-10 00:35,583600526,SELL,0.01,4403.79,4409.18,4384.05,-5.38
2026-09-10 01:27,583617402,SELL,0.01,4420.5,4425.91,4396.41,24.14
2026-09-10 18:02,583915696,SELL,0.01,4395.8,4398.97,4383.76,-3.17
2026-09-10 18:32,583916585,BUY,0.01,4388.36,4370.54,4463.0,-17.61
2026-09-11 02:26,584317371,BUY,0.01,4339.11,4332.55,4366.62,-6.51
2026-09-11 02:26,584318427,BUY,0.01,4339.11,4326.59,4385.77,-12.47
2026-09-11 07:52,584358798,BUY,0.01,4313.73,4305.33,4344.84,-8.39
2026-09-11 11:46,584480554,BUY,0.01,4304.24,4297.09,4332.39,28.19
2026-09-11 20:04,584715898,BUY,0.01,4330.2,4320.1,4362.17,-9.89
2026-09-11 21:59,584874582,SELL,0.01,4400.49,4432.01,4224.48,62.19
2026-09-11 23:07,584939885,BUY,0.01,4366.59,4359.63,4395.08,-6.07
2026-09-12 00:19,584945995,BUY,0.01,4359.19,4352.63,4394.69,-6.5600000000000005
2026-09-12 01:57,585026695,BUY,0.01,4359.27,4355.04,4377.23,-4.2
2026-09-14 06:24,585132010,BUY,0.01,4329.53,4321.67,4361.63,-7.79
2026-09-14 16:30,585370707,BUY,0.01,4310.18,4305.83,4323.33,-4.27
2026-09-15 00:15,585707902,SELL,0.01,4297.74,4303.17,4279.23,-5.31
2026-09-15 03:40,585745262,BUY,0.01,4292.03,4288.71,4311.85,-3.31
2026-09-15 04:01,585748000,BUY,0.01,4282.8,4278.25,4298.19,15.46
2026-09-15 08:34,585764466,BUY,0.01,4283.65,4276.13,4307.81,24.16
2026-09-15 15:51,585907307,BUY,0.01,4281.07,4275.88,4300.37,-5.16
2026-09-15 18:49,585969151,SELL,0.01,4277.6,4282.14,4261.86,-4.5
2026-09-15 18:49,585975040,SELL,0.01,4277.6,4280.38,4265.27,-2.74
